log_id,user_id,product_id,session_id,action,timestamp,reject_reason
984,690,1140,sess_3710,purchase,2025-09-13 03:44:39.183414,Orphan product_id
988,1174,1114,sess_4321,purchase,2026-05-25 09:03:25.183414,Orphan product_id
1007,295,1170,sess_438,add_to_cart,2025-09-23 19:22:51.183414,Orphan product_id
1013,391,1189,sess_699,view,2025-10-23 11:50:49.183414,Orphan product_id
1017,406,1109,sess_3960,add_to_cart,2025-07-03 17:29:46.183414,Orphan product_id
1023,578,1109,sess_2912,view,2025-07-11 17:24:09.183414,Orphan product_id
1068,309,1159,sess_1768,add_to_cart,2025-08-28 11:24:09.183414,Orphan product_id
1098,230,1157,sess_2389,view,2025-12-27 01:03:29.183414,Orphan product_id
1103,754,1122,sess_2689,purchase,2026-05-31 20:01:02.183414,Orphan product_id
1122,1027,1107,sess_3071,view,2026-03-01 13:45:58.183414,Orphan product_id
1144,929,600,sess_4600,view,2025-07-23 23:12:26.183414,Orphan product_id
1151,211,1167,sess_4797,add_to_cart,2025-07-06 13:49:39.183414,Orphan product_id
1173,587,1153,sess_1312,purchase,2026-01-23 21:10:40.183414,Orphan product_id
1183,1077,1106,sess_32,purchase,2026-01-20 22:13:59.183414,Orphan product_id
1216,187,1175,sess_4542,add_to_cart,2025-09-30 00:17:10.183414,Orphan product_id
1219,420,1130,sess_4388,add_to_cart,2025-12-12 22:51:22.183414,Orphan product_id
1230,11,1192,sess_1218,view,2025-10-04 06:56:58.183414,Orphan product_id
1231,405,1140,sess_4982,add_to_cart,2026-02-08 08:44:48.183414,Orphan product_id
1234,1116,600,sess_610,add_to_cart,2025-06-26 16:31:25.183414,Orphan product_id
1251,781,1144,sess_3730,purchase,2025-07-11 17:42:36.183414,Orphan product_id
1252,472,1108,sess_2508,view,2025-10-05 18:51:50.183414,Orphan product_id
1267,991,1155,sess_4308,purchase,2025-12-26 14:19:33.183414,Orphan product_id
1311,8,1143,sess_1134,add_to_cart,2026-04-04 08:42:17.183414,Orphan product_id
1316,992,1161,sess_1311,add_to_cart,2025-06-25 22:22:18.183414,Orphan product_id
1320,487,1117,sess_1126,purchase,2025-08-29 18:55:53.183414,Orphan product_id
1333,957,1122,sess_4591,add_to_cart,2026-06-06 04:09:20.183414,Orphan product_id
1344,4,1150,sess_1096,add_to_cart,2025-11-29 16:07:30.183414,Orphan product_id
1350,1194,1122,sess_4567,purchase,2025-07-01 05:08:57.183414,Orphan product_id
1351,31,1152,sess_4785,purchase,2025-08-19 20:31:12.183414,Orphan product_id
1355,510,884,sess_2752,add_to_cart,2026-03-20 01:52:46.183414,Orphan product_id
1360,72,1180,sess_3894,view,2026-03-30 04:34:20.183414,Orphan product_id
1365,286,1104,sess_4260,add_to_cart,2025-06-28 04:14:54.183414,Orphan product_id
1369,336,1133,sess_2880,add_to_cart,2025-10-04 03:46:18.183414,Orphan product_id
1385,199,1172,sess_830,view,2026-03-04 09:33:29.183414,Orphan product_id
1397,754,1150,sess_1663,view,2026-05-23 12:13:45.183414,Orphan product_id
1399,475,1131,sess_4213,view,2025-11-01 21:42:43.183414,Orphan product_id
1409,138,1173,sess_77,purchase,2026-04-08 02:26:40.183414,Orphan product_id
1413,875,386,sess_1981,view,2025-08-12 10:38:33.183414,Orphan product_id
1427,920,1134,sess_1079,purchase,2026-03-22 00:40:24.183414,Orphan product_id
1433,752,1163,sess_966,view,2026-04-16 23:21:51.183414,Orphan product_id
1449,439,1169,sess_754,purchase,2026-01-07 14:32:12.183414,Orphan product_id
1468,1020,1186,sess_3294,purchase,2026-03-10 00:23:16.185418,Orphan product_id
1478,390,1136,sess_4669,add_to_cart,2026-04-14 16:28:39.185418,Orphan product_id
1484,525,1170,sess_4527,purchase,2025-11-08 11:04:59.185418,Orphan product_id
1498,794,1197,sess_2773,view,2026-03-04 03:02:48.185418,Orphan product_id
1518,1040,1152,sess_1591,view,2026-02-22 04:48:26.185418,Orphan product_id
1523,928,1133,sess_2667,view,2026-04-01 12:48:19.185418,Orphan product_id
1535,615,600,sess_2621,add_to_cart,2026-05-27 01:36:46.185418,Orphan product_id
1542,204,1121,sess_1244,view,2025-06-11 15:29:23.185418,Orphan product_id
1557,637,1171,sess_4006,add_to_cart,2026-03-31 14:07:07.185418,Orphan product_id
1573,1197,1143,sess_3768,purchase,2025-11-26 07:10:39.185418,Orphan product_id
1578,1036,1145,sess_1431,add_to_cart,2025-07-03 11:13:55.185418,Orphan product_id
1587,711,1191,sess_4704,view,2025-06-27 08:43:20.185418,Orphan product_id
1618,548,1163,sess_4344,view,2025-09-08 11:18:46.185418,Orphan product_id
1633,940,1158,sess_861,add_to_cart,2025-11-03 09:14:08.185418,Orphan product_id
1650,792,647,sess_1221,purchase,2025-11-19 00:44:38.185418,Orphan product_id
1652,164,1110,sess_4811,purchase,2025-11-23 23:42:16.185418,Orphan product_id
1654,776,1102,sess_2334,add_to_cart,2025-07-01 01:04:32.185418,Orphan product_id
1723,952,1147,sess_836,view,2026-05-27 08:54:45.186925,Orphan product_id
1724,324,1102,sess_4547,purchase,2026-05-11 17:02:50.186925,Orphan product_id
1726,489,1116,sess_4309,view,2026-02-05 01:31:22.186925,Orphan product_id
1754,885,1122,sess_1294,purchase,2025-09-07 07:58:27.186925,Orphan product_id
1758,1094,1191,sess_134,add_to_cart,2025-07-13 18:30:21.186925,Orphan product_id
1779,233,1183,sess_3311,view,2026-05-29 09:03:15.186925,Orphan product_id
1802,440,1128,sess_973,view,2026-03-24 04:23:48.186925,Orphan product_id
1805,966,1140,sess_281,purchase,2025-10-14 18:17:27.186925,Orphan product_id
1811,732,1108,sess_780,add_to_cart,2025-08-19 21:29:24.186925,Orphan product_id
1826,1129,1134,sess_1351,purchase,2026-02-03 14:11:43.186925,Orphan product_id
1843,156,1189,sess_1216,add_to_cart,2026-05-15 04:02:58.186925,Orphan product_id
1850,947,1150,sess_1769,view,2026-01-17 00:26:03.186925,Orphan product_id
1852,158,1198,sess_3239,add_to_cart,2026-03-17 13:57:08.186925,Orphan product_id
1867,453,1136,sess_2130,view,2025-11-28 10:11:29.186925,Orphan product_id
1885,1112,1118,sess_343,purchase,2026-05-07 00:23:17.186925,Orphan product_id
1900,269,1156,sess_2673,add_to_cart,2025-10-27 03:25:42.186925,Orphan product_id
1923,443,1144,sess_1438,add_to_cart,2025-10-01 20:31:56.186925,Orphan product_id
1933,909,1165,sess_3043,purchase,2026-04-23 10:14:55.186925,Orphan product_id
1963,236,1120,sess_4880,purchase,2025-12-02 19:31:36.186925,Orphan product_id
1985,23,1191,sess_229,add_to_cart,2025-11-17 09:00:34.186925,Orphan product_id
1994,1158,1111,sess_745,view,2026-04-14 05:13:39.186925,Orphan product_id
1995,709,1150,sess_2071,purchase,2025-09-01 21:24:18.186925,Orphan product_id
2004,1088,1115,sess_3568,purchase,2025-10-12 11:12:40.186925,Orphan product_id
2009,854,1037,sess_2698,purchase,2025-06-22 13:39:50.186925,Orphan product_id
2014,461,1194,sess_4030,view,2026-05-01 09:12:38.186925,Orphan product_id
2029,1123,1037,sess_4900,add_to_cart,2025-06-26 23:19:40.186925,Orphan product_id
2034,606,386,sess_3544,view,2026-03-11 00:55:45.186925,Orphan product_id
2048,476,1146,sess_1823,purchase,2025-10-02 01:40:40.186925,Orphan product_id
2051,74,1170,sess_2992,add_to_cart,2026-03-01 13:50:58.186925,Orphan product_id
2056,923,791,sess_2207,add_to_cart,2025-09-13 23:42:47.186925,Orphan product_id
2059,960,1108,sess_4353,view,2026-04-25 02:54:44.186925,Orphan product_id
2061,595,556,sess_4278,add_to_cart,2026-02-10 05:58:49.186925,Orphan product_id
2074,745,1196,sess_1907,purchase,2025-11-11 03:57:46.186925,Orphan product_id
2093,215,1138,sess_2473,view,2025-09-25 07:55:12.186925,Orphan product_id
2104,289,1106,sess_1149,add_to_cart,2025-12-29 07:55:25.186925,Orphan product_id
2106,232,1148,sess_3396,purchase,2025-10-20 13:15:08.186925,Orphan product_id
2108,1025,1155,sess_2972,purchase,2025-11-13 07:36:04.186925,Orphan product_id
2109,383,1170,sess_3306,add_to_cart,2026-03-20 10:05:54.186925,Orphan product_id
2117,1195,1178,sess_1240,purchase,2026-03-21 21:34:48.186925,Orphan product_id
2118,1029,1149,sess_4053,view,2025-09-26 09:59:28.186925,Orphan product_id
2120,913,1107,sess_756,view,2025-08-07 20:01:53.186925,Orphan product_id
2127,286,1128,sess_3051,view,2026-03-29 02:36:44.186925,Orphan product_id
2150,1194,1115,sess_4380,view,2026-05-20 23:10:05.186925,Orphan product_id
2154,776,1166,sess_528,purchase,2026-04-08 13:04:46.186925,Orphan product_id
2164,825,1160,sess_4158,add_to_cart,2025-09-14 10:24:08.186925,Orphan product_id
2172,1117,1118,sess_299,view,2025-08-01 05:39:03.186925,Orphan product_id
2173,1155,1166,sess_4927,add_to_cart,2025-08-13 22:06:37.186925,Orphan product_id
2175,507,1188,sess_3371,add_to_cart,2026-06-11 15:52:07.186925,Orphan product_id
2185,646,1157,sess_2125,view,2025-08-05 12:37:13.186925,Orphan product_id
2193,360,1165,sess_238,purchase,2025-12-30 05:03:06.186925,Orphan product_id
2198,497,647,sess_3287,add_to_cart,2025-06-13 06:21:36.186925,Orphan product_id
2205,219,1134,sess_4548,add_to_cart,2026-05-14 01:29:13.186925,Orphan product_id
2206,249,1182,sess_3133,add_to_cart,2025-12-02 20:49:50.186925,Orphan product_id
2243,481,1151,sess_4926,add_to_cart,2025-11-03 04:55:58.186925,Orphan product_id
2248,595,1188,sess_390,purchase,2025-08-21 12:34:12.186925,Orphan product_id
2254,1124,1150,sess_1496,purchase,2025-07-02 00:50:11.186925,Orphan product_id
2258,70,1169,sess_2659,purchase,2026-04-27 08:51:34.186925,Orphan product_id
2274,1,1159,sess_3040,add_to_cart,2025-11-05 09:15:24.186925,Orphan product_id
2293,683,1127,sess_4742,add_to_cart,2025-07-06 18:34:22.186925,Orphan product_id
2324,1033,465,sess_712,add_to_cart,2025-11-27 00:11:43.186925,Orphan product_id
2350,288,1179,sess_3986,add_to_cart,2025-11-10 18:02:46.186925,Orphan product_id
2362,336,1195,sess_894,view,2026-05-24 10:34:24.186925,Orphan product_id
2385,121,1137,sess_1881,purchase,2025-07-19 06:14:00.186925,Orphan product_id
2410,683,1164,sess_2706,add_to_cart,2026-05-26 18:32:54.186925,Orphan product_id
2412,559,1150,sess_4749,purchase,2025-07-14 19:22:13.186925,Orphan product_id
2422,1095,1102,sess_2716,view,2026-03-01 13:24:13.186925,Orphan product_id
2470,718,1127,sess_4972,add_to_cart,2025-06-23 20:36:52.186925,Orphan product_id
2476,476,1184,sess_2746,add_to_cart,2025-12-06 08:47:25.186925,Orphan product_id
2487,200,1164,sess_2885,view,2026-03-06 09:28:02.186925,Orphan product_id
2488,926,1195,sess_2270,add_to_cart,2025-11-20 19:00:21.186925,Orphan product_id
2497,953,1160,sess_1076,add_to_cart,2025-12-30 02:01:37.186925,Orphan product_id
2511,561,1162,sess_318,view,2025-12-16 19:19:53.186925,Orphan product_id
2543,554,1196,sess_2924,add_to_cart,2025-09-19 16:17:43.186925,Orphan product_id
2586,848,1111,sess_3872,view,2025-07-28 00:26:25.186925,Orphan product_id
2607,531,1131,sess_4927,add_to_cart,2025-06-24 15:12:03.186925,Orphan product_id
2617,440,1200,sess_3631,add_to_cart,2026-03-20 13:58:43.186925,Orphan product_id
2618,931,790,sess_406,view,2026-01-31 17:15:09.186925,Orphan product_id
2626,942,1136,sess_1355,view,2026-05-20 06:33:58.186925,Orphan product_id
2627,493,1146,sess_3425,purchase,2026-03-08 11:50:43.186925,Orphan product_id
2646,1133,1105,sess_4870,purchase,2025-12-23 07:51:20.186925,Orphan product_id
2647,1187,1161,sess_1027,view,2025-07-18 04:59:36.186925,Orphan product_id
2652,1095,1172,sess_2215,view,2025-11-17 00:37:58.186925,Orphan product_id
2654,222,791,sess_4304,view,2025-10-17 12:20:09.186925,Orphan product_id
2661,882,1132,sess_2626,add_to_cart,2026-04-05 03:06:40.186925,Orphan product_id
2671,918,1123,sess_2350,add_to_cart,2026-04-04 00:19:50.186925,Orphan product_id
2673,119,1188,sess_2914,add_to_cart,2026-01-26 19:08:49.186925,Orphan product_id
2677,989,556,sess_4427,purchase,2026-03-27 19:19:52.186925,Orphan product_id
2703,1124,1124,sess_3140,purchase,2025-11-05 16:21:01.186925,Orphan product_id
2707,179,1197,sess_4172,add_to_cart,2026-04-18 13:59:07.186925,Orphan product_id
2716,196,1189,sess_4704,add_to_cart,2025-07-04 06:42:32.186925,Orphan product_id
2736,363,1132,sess_2216,purchase,2025-07-27 14:14:18.186925,Orphan product_id
2739,461,1112,sess_1821,view,2025-12-20 15:39:36.186925,Orphan product_id
2745,927,1119,sess_2152,add_to_cart,2026-04-15 01:51:01.186925,Orphan product_id
2748,898,1154,sess_196,add_to_cart,2026-01-20 05:14:20.186925,Orphan product_id
2754,889,1150,sess_3087,add_to_cart,2025-08-02 12:04:53.186925,Orphan product_id
2765,671,1178,sess_3285,add_to_cart,2026-05-22 01:46:30.186925,Orphan product_id
2770,576,647,sess_3919,view,2025-12-10 02:12:45.186925,Orphan product_id
2771,492,1133,sess_2542,purchase,2026-02-16 09:43:46.186925,Orphan product_id
2813,46,1174,sess_1675,add_to_cart,2026-03-31 07:24:05.186925,Orphan product_id
2815,292,1188,sess_3663,view,2025-07-15 22:01:51.186925,Orphan product_id
2816,864,1138,sess_2704,purchase,2025-12-08 22:52:59.186925,Orphan product_id
2827,36,1200,sess_2903,purchase,2025-10-19 10:51:00.186925,Orphan product_id
2828,1166,1166,sess_2027,view,2026-05-07 12:02:22.186925,Orphan product_id
2837,774,1105,sess_2291,purchase,2025-12-15 17:39:23.186925,Orphan product_id
2846,467,1109,sess_4974,view,2025-09-10 22:07:44.186925,Orphan product_id
2847,706,884,sess_700,view,2026-05-24 21:32:00.186925,Orphan product_id
2867,96,1124,sess_2071,purchase,2026-03-04 21:36:20.186925,Orphan product_id
2877,202,1182,sess_4057,add_to_cart,2025-09-30 06:23:32.186925,Orphan product_id
2887,504,465,sess_1569,view,2026-01-30 22:30:42.186925,Orphan product_id
2896,307,1153,sess_1382,view,2026-02-21 02:52:29.186925,Orphan product_id
2905,798,1123,sess_1885,view,2026-05-23 13:51:42.186925,Orphan product_id
2929,82,1175,sess_3235,purchase,2025-12-24 15:27:31.186925,Orphan product_id
2957,688,556,sess_4566,purchase,2025-06-16 18:29:06.186925,Orphan product_id
2967,18,1173,sess_4847,view,2025-11-15 05:18:21.186925,Orphan product_id
3007,1165,1194,sess_1386,purchase,2025-09-22 03:52:56.186925,Orphan product_id
3014,117,1194,sess_4045,view,2025-06-16 18:35:49.186925,Orphan product_id
3020,511,1137,sess_2323,purchase,2026-01-23 16:35:50.186925,Orphan product_id
3022,169,1117,sess_404,view,2025-12-10 09:11:38.186925,Orphan product_id
3025,84,1145,sess_1329,add_to_cart,2026-05-29 00:47:55.186925,Orphan product_id
3032,1193,1179,sess_190,purchase,2026-03-21 00:14:34.186925,Orphan product_id
3035,763,1152,sess_2840,view,2025-06-19 06:14:23.186925,Orphan product_id
3052,359,791,sess_1067,view,2025-06-22 22:43:56.186925,Orphan product_id
3062,1045,1192,sess_1788,purchase,2025-11-18 02:47:05.186925,Orphan product_id
3068,327,1101,sess_1368,view,2026-06-02 12:50:49.186925,Orphan product_id
3070,1149,1157,sess_2738,add_to_cart,2025-12-14 07:20:12.186925,Orphan product_id
3071,716,1148,sess_3941,purchase,2026-01-15 07:28:46.186925,Orphan product_id
3073,189,1142,sess_4603,add_to_cart,2026-02-27 00:06:25.186925,Orphan product_id
3085,615,1003,sess_2024,add_to_cart,2026-01-06 23:18:54.186925,Orphan product_id
3111,102,1120,sess_2691,add_to_cart,2025-06-24 23:39:51.186925,Orphan product_id
3112,682,1157,sess_4738,view,2025-10-16 19:53:30.186925,Orphan product_id
3117,863,1120,sess_2522,add_to_cart,2025-09-02 23:18:46.186925,Orphan product_id
3137,1001,1106,sess_3790,add_to_cart,2025-10-05 16:31:31.186925,Orphan product_id
3140,925,1129,sess_2648,purchase,2026-02-27 22:07:06.186925,Orphan product_id
3141,1043,1118,sess_4632,view,2025-10-09 01:42:04.186925,Orphan product_id
3147,489,1137,sess_3417,add_to_cart,2025-06-19 21:49:56.186925,Orphan product_id
3161,812,208,sess_3961,view,2025-09-08 18:25:42.186925,Orphan product_id
3165,1163,1106,sess_870,purchase,2025-12-09 17:04:34.186925,Orphan product_id
3184,196,1120,sess_3686,view,2026-05-08 11:22:26.186925,Orphan product_id
3209,810,1149,sess_4116,view,2025-08-04 05:25:09.186925,Orphan product_id
3214,648,514,sess_1490,add_to_cart,2026-02-05 08:27:11.186925,Orphan product_id
3224,68,1152,sess_4830,purchase,2026-04-17 03:16:18.186925,Orphan product_id
3243,395,1178,sess_747,purchase,2025-12-14 05:52:35.186925,Orphan product_id
3254,127,1197,sess_694,purchase,2025-11-29 16:51:13.186925,Orphan product_id
3255,696,1172,sess_3894,add_to_cart,2025-09-16 21:38:15.186925,Orphan product_id
3264,537,1158,sess_1960,purchase,2026-04-18 17:47:16.186925,Orphan product_id
3286,763,600,sess_2601,view,2025-07-02 15:14:26.186925,Orphan product_id
3292,344,1170,sess_650,add_to_cart,2026-03-05 22:20:02.186925,Orphan product_id
3303,628,1157,sess_4832,add_to_cart,2025-10-25 06:11:39.186925,Orphan product_id
3320,1180,1131,sess_2581,add_to_cart,2025-12-25 12:02:21.186925,Orphan product_id
3345,1181,1179,sess_2416,add_to_cart,2026-01-10 17:52:23.186925,Orphan product_id
3362,679,1169,sess_3788,view,2026-04-20 01:07:34.186925,Orphan product_id
3365,235,556,sess_2796,add_to_cart,2025-09-09 00:33:36.186925,Orphan product_id
3375,131,1137,sess_2332,purchase,2025-12-09 20:31:53.186925,Orphan product_id
3389,512,386,sess_4383,view,2025-12-17 00:08:02.186925,Orphan product_id
3405,442,1187,sess_4685,purchase,2025-08-24 23:30:54.186925,Orphan product_id
3417,108,891,sess_2257,view,2025-10-04 01:38:48.186925,Orphan product_id
3425,667,1194,sess_2917,purchase,2026-04-11 17:20:39.186925,Orphan product_id
3437,291,1111,sess_1898,purchase,2025-10-16 22:17:30.186925,Orphan product_id
3460,1149,1102,sess_2133,purchase,2025-09-07 02:02:10.186925,Orphan product_id
3478,315,791,sess_3947,view,2025-09-12 12:14:53.186925,Orphan product_id
3487,636,884,sess_2663,view,2025-10-15 02:15:56.186925,Orphan product_id
3489,461,1158,sess_399,add_to_cart,2026-04-20 10:28:56.186925,Orphan product_id
3523,265,465,sess_901,view,2025-12-22 23:08:01.186925,Orphan product_id
3526,157,891,sess_2371,purchase,2026-06-09 20:57:32.186925,Orphan product_id
3559,434,1148,sess_1369,view,2026-01-21 07:04:38.186925,Orphan product_id
3562,717,1198,sess_3836,add_to_cart,2026-02-05 04:35:16.186925,Orphan product_id
3573,536,1149,sess_2764,add_to_cart,2025-07-27 23:21:17.186925,Orphan product_id
3578,599,1105,sess_142,view,2025-11-08 15:01:24.186925,Orphan product_id
3585,852,1132,sess_2292,add_to_cart,2025-12-31 12:45:13.186925,Orphan product_id
3587,622,791,sess_1466,view,2025-10-02 05:37:18.186925,Orphan product_id
3598,38,1196,sess_4383,purchase,2026-01-09 09:11:11.186925,Orphan product_id
3606,644,891,sess_1694,add_to_cart,2026-03-03 06:47:51.186925,Orphan product_id
3607,76,1122,sess_3991,view,2025-09-28 06:06:23.186925,Orphan product_id
3623,1086,1155,sess_1732,add_to_cart,2026-01-28 17:59:18.186925,Orphan product_id
3628,1101,1188,sess_1991,purchase,2026-02-11 23:22:18.186925,Orphan product_id
3651,150,1180,sess_2644,view,2025-10-04 04:31:20.186925,Orphan product_id
3674,1037,1108,sess_4893,purchase,2026-04-23 08:43:04.186925,Orphan product_id
3705,639,1121,sess_3932,add_to_cart,2025-09-08 18:19:28.186925,Orphan product_id
3706,133,1148,sess_1655,purchase,2025-07-18 06:50:22.186925,Orphan product_id
3714,611,1037,sess_3031,purchase,2026-01-07 12:39:24.186925,Orphan product_id
3743,321,1175,sess_3515,add_to_cart,2025-06-20 00:54:10.195433,Orphan product_id
3746,487,1120,sess_4397,add_to_cart,2026-05-09 06:16:32.195433,Orphan product_id
3748,999,1126,sess_3067,view,2025-10-06 11:02:18.195433,Orphan product_id
3750,930,1104,sess_4777,view,2025-11-05 10:04:03.195433,Orphan product_id
