product_id,product_name,category,price
243,East,Electronics,320.15
244,Media,Sports,
245,Audience,Books,201.04
246,Trial,Home,458.53
247,Fish,Books,155.83
248,Involve,Home,250.4
249,Those,Clothing,230.56
250,Early,Electronics,394.7
251,Night,Electronics,270.68
252,Age,Home,51.53
253,Painting,Sports,45.68
254,Leg,Clothing,161.43
255,Occur,Sports,132.89
256,Worker,Electronics,415.56
257,Wall,Books,262.25
258,Commercial,Books,475.34
259,Risk,Home,18.87
260,Wear,Clothing,216.33
261,Benefit,Home,
262,Make,Sports,327.46
263,Weight,Sports,298.01
264,Report,Electronics,225.93
265,With,Clothing,497.55
266,Brother,Books,342.81
267,Man,Electronics,482.93
268,Exist,Electronics,
269,Position,Books,205.28
270,Look,Clothing,352.43
271,Allow,Electronics,280.56
272,As,Clothing,234.8
273,Drug,Sports,116.47
274,Red,Books,348.17
275,Fast,Sports,435.78
69,Able,Sports,303.7
277,Activity,Books,61.93
278,Interest,Books,319.34
279,Degree,Sports,221.61
280,Thing,Sports,476.14
281,Listen,Sports,253.47
282,Join,Clothing,423.44
283,Image,Home,215.17
284,Subject,Home,247.02
285,Agency,Books,381.61
286,Present,Home,
287,Other,Home,410.77
288,Take,Sports,271.98
289,Treat,Electronics,378.64
290,Generation,Books,322.65
291,Reality,Sports,492.9
292,Name,Sports,
293,Power,Electronics,264.39
294,Bill,Electronics,70.36
295,Environment,Sports,
296,Represent,Sports,162.06
297,Improve,Electronics,
298,Around,Electronics,272.89
299,Song,Sports,162.22
300,Stock,Home,459.16
301,New,Sports,360.87
302,Crime,Sports,164.33
303,Our,Books,
304,Down,Books,
305,Security,Sports,428.91
306,Hot,Sports,38.45
307,Course,Electronics,147.15
308,Law,Clothing,43.58
309,Tough,Home,486.6
310,Score,Books,269.66
311,Cup,Sports,68.26
312,Seat,Home,
313,Hair,Books,
314,Trouble,Clothing,196.69
315,Management,Home,256.38
316,Pressure,Clothing,335.11
317,Weight,Home,358.01
318,Help,Clothing,437.77
319,Whose,Sports,13.13
320,And,Books,207.35
321,Hair,Home,122.25
322,Election,Home,10.6
323,Run,Sports,433.1
324,Language,Electronics,184.17
325,Himself,Books,
326,Challenge,Home,
327,Third,Books,177.91
328,Cell,Electronics,94.77
329,Radio,Home,410.59
330,Worker,Home,82.39
331,Home,Books,248.02
332,As,Home,289.59
333,Walk,Sports,440.57
334,Term,Home,242.18
335,Probably,Clothing,193.88
336,Voice,Home,100.39
337,Art,Books,
338,Develop,Books,429.02
339,Standard,Sports,424.74
340,Care,Clothing,73.44
341,Develop,Books,
342,Task,Books,442.0
343,Radio,Home,
344,Question,Sports,83.26
345,Represent,Books,44.62
346,Information,Clothing,438.64
347,What,Books,283.67
348,Guy,Electronics,327.81
349,Begin,Electronics,
350,Listen,Sports,190.12
351,Eye,Electronics,84.17
352,Smile,Home,159.96
353,History,Books,338.32
354,Conference,Clothing,105.47
355,Nor,Sports,445.36
356,Instead,Clothing,247.92
357,Congress,Sports,226.72
358,South,Home,389.36
359,Newspaper,Clothing,149.65
360,Difficult,Books,101.33
361,Stay,Books,494.93
362,Knowledge,Books,222.78
363,Everyone,Books,188.86
364,Tax,Clothing,115.42
365,Common,Clothing,330.94
366,Including,Books,36.6
367,When,Sports,466.26
368,Yourself,Home,
369,Service,Clothing,443.78
370,Media,Sports,38.56
371,Bill,Clothing,191.73
372,Himself,Sports,270.44
373,Spend,Electronics,311.48
374,College,Home,458.59
375,Experience,Clothing,387.48
376,Real,Home,460.49
377,Already,Electronics,418.85
378,Talk,Home,324.26
379,Man,Sports,257.72
380,Production,Books,
381,Good,Clothing,227.27
382,Anyone,Books,291.26
383,Plant,Books,147.19
384,Specific,Electronics,441.71
385,Dog,Clothing,364.9
73,Law,Clothing,
387,Trial,Home,23.37
388,Stage,Books,205.44
389,Usually,Sports,487.69
390,Growth,Home,444.88
391,Ball,Home,140.97
392,Name,Sports,125.46
393,Enjoy,Clothing,115.44
394,Employee,Books,481.16
395,Meet,Clothing,13.24
396,Hot,Home,237.84
397,Member,Home,193.5
398,Anything,Home,
399,Add,Sports,67.37
400,Result,Sports,499.18
401,Oil,Clothing,448.06
402,Need,Sports,257.15
403,Trip,Clothing,442.3
404,Appear,Home,396.6
405,Physical,Clothing,5.11
406,Anything,Home,433.49
407,Both,Books,123.93
408,Entire,Sports,453.86
409,Off,Sports,392.87
410,Trouble,Sports,226.01
411,Assume,Electronics,484.07
412,Play,Electronics,236.53
413,Media,Electronics,422.78
414,Offer,Books,317.8
415,Eat,Clothing,319.51
416,Hundred,Books,16.18
417,Education,Electronics,409.77
418,Sense,Electronics,66.14
419,Action,Home,
420,Author,Books,470.5
421,Evening,Sports,
422,Design,Electronics,264.65
423,Young,Sports,196.76
424,Wide,Home,55.43
425,Expect,Books,35.93
426,Likely,Books,462.78
427,Realize,Home,245.11
428,Near,Books,169.69
429,Course,Clothing,152.62
430,Director,Sports,267.27
431,Discover,Sports,257.15
432,Officer,Sports,291.26
433,Heart,Electronics,155.71
434,Scientist,Sports,282.43
435,Hundred,Books,388.63
436,Into,Books,
437,However,Books,287.27
438,Modern,Books,99.39
439,Rule,Sports,329.17
440,Lead,Electronics,7.85
441,We,Home,79.45
442,Yet,Home,459.99
443,White,Clothing,380.49
444,Shake,Electronics,321.89
445,Deal,Home,493.61
446,Page,Sports,
447,Room,Clothing,425.1
448,Month,Electronics,15.93
449,Put,Sports,463.59
450,Where,Electronics,435.89
451,Each,Books,98.03
452,Owner,Electronics,256.15
453,Director,Books,97.09
454,Station,Home,124.43
455,Fish,Books,148.17
456,Care,Electronics,335.55
457,Agent,Books,330.26
458,Line,Sports,155.69
459,Police,Sports,96.78
460,Kind,Electronics,352.34
461,Rather,Electronics,83.27
462,Simply,Home,70.96
463,Laugh,Home,
464,Building,Books,481.47
38,History,Home,275.26
466,Science,Books,455.09
467,Nation,Home,167.31
468,This,Sports,
469,North,Home,418.42
470,Firm,Books,71.08
471,Lay,Clothing,160.86
472,Treatment,Books,475.73
473,Happen,Books,133.12
474,Them,Sports,315.84
475,Which,Books,183.24
476,If,Sports,147.95
477,Out,Home,122.88
478,Town,Sports,282.84
479,Hard,Clothing,366.13
480,Inside,Books,
481,Book,Books,262.38
482,According,Home,259.12
483,Him,Clothing,384.79
484,Shake,Sports,
485,Teacher,Clothing,105.41
486,Different,Home,270.03
487,Painting,Home,344.4
488,Century,Clothing,102.85
489,Later,Books,264.3
490,Game,Sports,
491,Middle,Home,470.38
492,Window,Books,187.46
493,Represent,Sports,303.64
494,War,Sports,174.13
495,Only,Clothing,
496,Development,Books,445.04
497,Citizen,Books,197.07
498,Well,Electronics,366.78
499,Stay,Books,209.07
500,Employee,Sports,127.91
501,Really,Electronics,9.02
502,Community,Clothing,224.88
503,Avoid,Home,154.4
504,Interesting,Sports,364.48
505,Door,Electronics,60.64
506,Want,Sports,153.49
507,Hear,Sports,246.5
508,Dinner,Books,256.72
509,Store,Sports,
510,Minute,Electronics,444.66
511,Level,Sports,
512,After,Home,287.55
513,Place,Electronics,448.38
84,Mr,Electronics,458.46
515,Short,Books,179.06
516,Then,Sports,384.79
517,Reality,Sports,174.52
518,Building,Clothing,494.27
519,Front,Clothing,
520,Accept,Clothing,344.03
521,Exactly,Books,311.06
522,Radio,Books,
523,Beat,Home,352.17
524,Worker,Books,217.68
525,Name,Sports,400.5
526,Country,Electronics,186.03
527,Activity,Books,301.88
528,Son,Home,225.39
529,Maybe,Clothing,444.93
530,Picture,Books,68.1
531,Major,Home,51.11
532,Road,Electronics,
533,Usually,Home,20.85
534,Guy,Home,354.9
535,Across,Electronics,309.96
536,Analysis,Electronics,
537,Shake,Books,383.26
538,Hard,Clothing,426.52
539,Yet,Books,127.9
540,Participant,Books,404.28
541,Paper,Clothing,165.6
542,Special,Clothing,
543,Foreign,Home,419.9
544,We,Books,389.65
545,Sort,Home,371.06
546,Just,Books,
547,Treat,Home,366.02
548,Door,Sports,123.94
549,Night,Clothing,148.63
550,Rich,Clothing,37.37
551,Relate,Books,135.28
552,Make,Home,117.28
553,Physical,Home,216.21
554,Page,Electronics,143.2
555,Throw,Home,433.01
43,Follow,Electronics,
557,Television,Electronics,433.87
558,Officer,Electronics,31.17
559,Then,Sports,92.3
560,Your,Sports,25.15
561,Anyone,Sports,10.22
562,Serious,Electronics,277.29
563,Tonight,Sports,307.84
564,Technology,Clothing,323.51
565,Individual,Home,384.42
566,Wonder,Electronics,460.75
567,Writer,Home,169.09
568,Herself,Electronics,209.18
569,Treat,Home,117.12
570,Sign,Clothing,390.2
571,Rate,Books,363.39
572,Less,Sports,296.13
573,Tax,Clothing,435.6
574,Hair,Electronics,200.36
575,Pretty,Electronics,
576,Same,Home,101.4
577,Stuff,Sports,269.87
578,Role,Electronics,310.33
579,Add,Home,49.58
580,Attorney,Books,253.52
581,Water,Clothing,214.51
582,Theory,Books,50.03
583,Industry,Home,474.76
584,Forget,Electronics,252.38
585,Senior,Books,372.48
586,Son,Sports,456.62
587,Short,Clothing,307.58
588,Next,Home,419.04
589,Appear,Sports,55.36
590,Glass,Books,277.48
591,Fact,Home,133.8
592,Section,Sports,308.01
593,Blood,Clothing,196.83
594,Listen,Clothing,257.61
595,Perform,Sports,203.51
596,Sound,Electronics,497.56
597,Be,Clothing,133.41
598,Bank,Clothing,158.76
599,Necessary,Electronics,442.01
58,Painting,Clothing,424.03
601,Enter,Clothing,131.87
602,Skin,Clothing,46.2
603,Positive,Books,7.43
604,Business,Sports,8.34
605,Mr,Sports,411.32
606,Wish,Clothing,
607,List,Home,263.49
608,Moment,Electronics,184.7
609,Once,Electronics,499.36
610,Garden,Home,429.17
611,Police,Clothing,353.67
612,Exactly,Electronics,277.04
613,Security,Electronics,306.45
614,Truth,Electronics,388.53
615,Stop,Clothing,271.46
616,Half,Home,110.15
617,Cut,Books,315.09
618,Imagine,Clothing,
619,Beyond,Books,219.15
620,Occur,Electronics,220.35
621,Age,Home,65.24
622,Whether,Clothing,319.25
623,Interview,Electronics,338.23
624,Situation,Sports,368.1
625,Lose,Clothing,273.96
626,Democratic,Clothing,97.78
627,Feel,Books,
628,Ability,Electronics,469.22
629,Last,Books,148.78
630,Go,Sports,441.25
631,Trouble,Electronics,294.66
632,Relationship,Electronics,484.58
633,Game,Home,167.89
634,Future,Home,47.76
635,Relationship,Books,123.85
636,Painting,Sports,266.26
637,Lot,Books,387.81
638,Home,Sports,
639,Red,Sports,85.38
640,They,Sports,33.17
641,Small,Electronics,375.68
642,Want,Sports,301.92
643,Wrong,Electronics,481.43
644,Produce,Electronics,290.55
645,Brother,Sports,305.95
646,Ahead,Clothing,317.85
91,They,Electronics,216.87
648,Cause,Clothing,
649,Since,Electronics,283.98
650,Test,Sports,6.54
651,Including,Clothing,263.05
652,Guess,Clothing,47.01
653,Cell,Clothing,21.53
654,Grow,Home,130.0
655,American,Home,244.91
656,National,Sports,481.98
657,Center,Sports,423.47
658,East,Clothing,173.62
659,Art,Home,375.66
660,Buy,Home,331.58
661,How,Sports,209.51
662,Thank,Books,417.34
663,New,Sports,195.89
664,Weight,Home,28.75
665,Central,Books,
666,Yard,Clothing,236.36
667,Child,Home,240.25
668,Get,Home,164.04
669,Woman,Clothing,210.12
670,Instead,Clothing,148.63
671,Hair,Home,83.82
672,Fact,Sports,409.23
673,Then,Books,269.1
674,Say,Electronics,189.94
675,Fact,Electronics,498.15
676,Whatever,Sports,311.26
677,Within,Sports,346.57
678,Authority,Sports,227.26
679,Place,Clothing,
680,Particular,Sports,70.63
681,Back,Home,184.06
682,About,Electronics,444.03
683,Them,Books,40.27
684,Research,Electronics,390.44
685,Environment,Books,434.5
686,Middle,Home,378.26
687,Though,Electronics,170.54
688,Community,Books,352.5
689,Will,Books,
690,Question,Sports,359.79
691,Write,Books,102.61
692,One,Electronics,426.3
693,Brother,Electronics,482.25
694,Remain,Clothing,
695,Administration,Electronics,314.14
696,Amount,Home,355.58
697,Training,Home,31.16
698,Level,Sports,297.59
699,Very,Electronics,395.67
700,Us,Sports,
701,No,Books,241.97
702,Everybody,Sports,212.34
703,Activity,Clothing,333.99
704,Computer,Sports,181.03
705,Whether,Sports,264.15
706,Tree,Electronics,
707,Customer,Books,36.18
708,Resource,Sports,14.07
709,As,Books,
710,Second,Books,309.43
711,Agent,Books,39.94
712,Dog,Sports,285.39
713,Those,Sports,499.9
714,Central,Books,
715,Consumer,Clothing,284.71
716,Provide,Home,
717,Avoid,Electronics,269.65
718,Grow,Electronics,492.25
719,Could,Books,26.6
720,Thus,Clothing,486.19
721,Father,Electronics,70.62
722,Course,Sports,125.34
723,Generation,Books,
724,Also,Home,292.11
725,Series,Books,201.99
726,Language,Books,365.2
727,Somebody,Electronics,385.49
728,Court,Clothing,360.59
729,Kid,Home,365.4
730,Concern,Clothing,319.51
731,Each,Books,7.01
732,More,Books,141.86
733,Lead,Clothing,
734,Our,Books,449.06
735,Than,Sports,419.85
736,Understand,Sports,
737,Data,Clothing,75.61
738,Check,Home,226.16
739,Hope,Electronics,285.94
740,Ready,Books,21.87
741,Any,Sports,130.75
742,Family,Clothing,415.14
743,Free,Home,301.54
744,Computer,Electronics,136.57
745,Surface,Sports,433.82
746,From,Books,331.23
747,Lead,Books,33.07
748,Mention,Electronics,207.45
749,Woman,Books,138.27
750,Bed,Books,261.45
751,Receive,Sports,402.09
752,Age,Clothing,
753,Maybe,Books,280.41
754,Standard,Books,106.73
755,Pretty,Books,154.3
756,Thousand,Clothing,52.96
757,Voice,Home,243.29
43,Good,Electronics,249.22
759,Recognize,Sports,77.28
760,Sport,Home,340.44
761,Say,Sports,
762,Itself,Home,393.24
763,Consider,Home,480.06
764,Once,Clothing,153.23
765,Agency,Clothing,
766,Apply,Electronics,467.94
767,Add,Sports,464.61
768,Kind,Electronics,474.3
769,Enter,Electronics,27.62
770,Standard,Books,302.49
771,Yard,Books,274.8
772,Look,Home,151.49
773,Per,Books,281.42
774,Language,Electronics,103.33
775,Thousand,Clothing,83.68
776,Bed,Home,200.09
777,Teacher,Home,272.89
778,Two,Home,491.83
779,Out,Home,446.5
780,Whether,Home,198.66
781,Say,Sports,417.93
782,Real,Electronics,213.75
783,Least,Electronics,389.25
784,Personal,Clothing,423.89
785,Later,Sports,378.77
786,Major,Home,304.71
787,Whose,Home,117.24
788,Always,Home,350.09
789,Somebody,Books,415.79
57,Bar,Electronics,209.01
46,Spring,Home,499.23
792,Admit,Clothing,38.69
793,Car,Sports,480.66
794,Image,Sports,
795,Program,Clothing,125.89
796,Special,Clothing,457.53
797,Even,Clothing,321.79
798,Opportunity,Electronics,338.47
799,Consumer,Home,289.91
800,Fire,Clothing,361.65
83,Near,Electronics,228.9
802,Establish,Books,66.22
803,Imagine,Clothing,424.63
804,Difficult,Sports,111.53
805,Success,Clothing,348.18
806,List,Books,443.71
807,Away,Electronics,179.75
808,Do,Home,5.69
809,Ground,Books,164.72
810,Language,Clothing,222.79
811,Education,Books,195.75
812,Positive,Books,212.39
813,Boy,Home,391.33
814,Work,Clothing,275.89
815,Whatever,Electronics,21.05
816,Produce,Books,
817,Democrat,Books,466.59
818,Music,Books,306.5
819,Explain,Home,469.98
820,Down,Home,67.93
821,Three,Sports,202.0
822,Group,Electronics,472.16
823,Help,Sports,392.06
824,Into,Sports,247.8
825,Race,Electronics,202.03
826,True,Sports,270.16
827,Particular,Sports,131.48
828,Treatment,Books,
829,Media,Electronics,
830,Last,Electronics,460.19
831,Cold,Clothing,155.5
832,Hair,Sports,169.68
833,Town,Home,40.62
834,Box,Home,276.14
835,Ten,Home,104.01
836,Wonder,Electronics,242.07
837,Once,Electronics,398.85
838,Skin,Clothing,148.97
839,Law,Clothing,146.65
840,Shoulder,Clothing,337.05
841,Whom,Books,
842,Truth,Clothing,142.53
843,Cultural,Sports,71.61
844,Season,Books,75.43
845,Myself,Clothing,238.73
846,Answer,Home,497.36
847,Defense,Clothing,458.39
848,Before,Home,367.08
849,Popular,Clothing,116.17
850,Add,Clothing,475.68
851,Policy,Clothing,407.12
852,One,Home,320.19
853,Police,Books,413.9
854,Customer,Electronics,170.87
855,Three,Sports,285.92
856,Future,Books,358.21
857,Right,Home,349.53
858,Such,Clothing,124.39
859,Mouth,Home,
860,Source,Electronics,282.38
861,Anything,Electronics,127.45
862,Large,Books,294.0
863,Community,Home,495.99
864,Including,Electronics,
865,Again,Home,67.46
866,Pressure,Clothing,188.65
867,Budget,Books,448.11
868,State,Books,313.76
869,Point,Home,
870,Three,Home,372.48
871,Across,Home,84.14
872,Big,Clothing,17.86
873,Indicate,Sports,34.96
874,Different,Sports,93.82
875,Even,Sports,222.44
876,Whole,Home,321.3
877,Officer,Sports,339.69
878,Bill,Electronics,101.24
879,Responsibility,Sports,
880,Social,Home,359.34
881,Admit,Books,227.62
882,Each,Clothing,352.91
883,Light,Clothing,402.33
27,Art,Home,152.28
885,People,Books,357.68
886,Truth,Electronics,274.25
887,Partner,Home,487.14
888,Room,Electronics,55.85
889,Movement,Home,457.72
890,Nature,Home,94.36
72,Positive,Electronics,444.52
892,Population,Electronics,169.19
893,Buy,Books,207.05
894,Report,Clothing,192.25
895,Help,Books,420.1
896,Let,Home,28.04
897,Cell,Home,
898,National,Electronics,382.04
899,Consider,Clothing,
900,Chance,Books,64.07
901,Smile,Clothing,399.8
902,Home,Sports,
903,Fly,Clothing,404.62
904,Issue,Clothing,260.03
905,Civil,Sports,301.05
906,Close,Electronics,67.2
907,Agree,Electronics,74.35
908,Fire,Clothing,92.84
909,Score,Home,48.48
910,Air,Clothing,110.63
911,Relationship,Home,496.5
912,Western,Electronics,294.01
913,Not,Electronics,344.69
914,Compare,Home,114.22
915,Action,Sports,226.04
916,Listen,Sports,5.8
917,Though,Clothing,121.69
918,Money,Home,320.46
919,Affect,Electronics,
920,Section,Electronics,493.64
921,Region,Electronics,205.35
922,Son,Sports,253.42
923,Man,Sports,435.3
924,Down,Sports,495.42
925,Step,Sports,202.72
926,Individual,Clothing,282.75
927,City,Home,
928,Join,Home,473.4
929,Another,Home,143.71
930,Forget,Electronics,210.89
931,Natural,Books,170.44
932,Small,Clothing,357.8
933,Remain,Books,357.31
934,Second,Electronics,
935,Over,Sports,186.67
936,Most,Clothing,309.96
937,Sea,Electronics,182.59
938,Partner,Home,282.31
939,Sing,Clothing,72.75
940,Receive,Electronics,21.08
941,Garden,Electronics,61.81
942,Site,Electronics,341.88
943,Although,Clothing,326.92
944,Though,Sports,59.32
945,Letter,Home,354.19
946,Resource,Electronics,186.32
947,What,Clothing,321.99
948,Lose,Books,396.28
949,Cup,Home,5.9
950,Hit,Electronics,279.15
951,Simply,Electronics,
952,Mission,Books,
953,Also,Books,283.29
954,Mother,Home,390.02
955,Nature,Clothing,339.01
956,Blue,Electronics,161.64
957,Agreement,Home,219.45
958,Will,Books,296.37
959,Anything,Clothing,152.62
960,Serious,Home,
961,Two,Sports,398.35
962,Parent,Clothing,336.38
963,Us,Sports,428.97
964,People,Books,475.32
965,Sing,Home,248.99
966,Summer,Sports,
967,Raise,Electronics,334.51
968,Charge,Electronics,26.05
969,Experience,Sports,
970,Fund,Home,51.25
971,Onto,Sports,33.82
972,Rather,Home,246.26
973,Four,Sports,79.15
974,Fast,Clothing,124.47
975,Enough,Sports,429.61
976,Fish,Clothing,369.7
977,Age,Clothing,130.38
978,Note,Electronics,460.36
979,Page,Home,91.48
980,Although,Books,18.67
981,Consider,Books,454.62
982,Environment,Clothing,310.57
983,Animal,Electronics,214.27
984,Direction,Clothing,261.77
985,Carry,Electronics,
986,Event,Electronics,283.79
987,Sport,Electronics,64.99
988,Base,Sports,
989,Him,Home,216.72
990,Want,Electronics,196.01
991,Significant,Home,422.95
992,Market,Electronics,150.35
993,Age,Electronics,197.73
994,Save,Electronics,188.82
995,Administration,Sports,488.38
996,Before,Sports,494.94
997,Role,Books,
998,Off,Clothing,42.04
999,Indicate,Home,298.5
1000,Tv,Sports,32.8
1001,Environmental,Electronics,331.62
1002,Huge,Books,498.95
7,Specific,Clothing,411.78
1004,Question,Clothing,
1005,Cup,Sports,409.53
1006,Girl,Sports,410.7
1007,Window,Books,46.33
1008,Federal,Books,461.32
1009,Decision,Sports,87.02
1010,Knowledge,Clothing,14.72
1011,Our,Sports,
1012,Region,Sports,252.88
1013,Here,Books,147.66
1014,Defense,Clothing,135.07
1015,Never,Books,104.49
1016,Art,Home,237.44
1017,Executive,Books,126.54
1018,Clear,Home,361.49
1019,Right,Home,420.26
1020,Interview,Clothing,377.61
1021,Education,Electronics,
1022,Job,Home,410.03
1023,Success,Electronics,372.44
1024,Inside,Electronics,328.55
1025,Within,Books,494.35
1026,Even,Clothing,163.17
1027,Study,Books,484.89
1028,Create,Clothing,83.33
1029,Contain,Clothing,364.16
1030,Perhaps,Electronics,305.81
1031,Recently,Home,67.55
1032,Interest,Electronics,142.17
1033,Moment,Electronics,170.73
1034,Ago,Electronics,336.25
1035,Move,Electronics,321.93
1036,Miss,Clothing,399.42
39,Somebody,Electronics,360.42
1038,Stay,Home,439.03
1039,Magazine,Sports,130.91
1040,Use,Electronics,86.48
1041,Fly,Home,35.77
1042,Congress,Books,376.88
1043,Really,Books,389.44
1044,Free,Home,415.27
1045,Cost,Books,403.69
1046,Something,Sports,44.91
1047,True,Books,173.05
1048,Nor,Books,57.65
