log_id,user_id,product_id,session_id,action,timestamp,reject_reason
1511,,559,sess_4488,add_to_cart,2025-09-28 08:25:12.185418,Missing user_id
1513,,476,sess_2247,view,2025-12-26 02:56:11.185418,Missing user_id
1516,,294,sess_640,view,2025-08-24 17:23:07.185418,Missing user_id
1524,,1051,sess_3253,add_to_cart,2026-04-30 00:31:48.185418,Missing user_id
1525,,967,,add_to_cart,2025-10-21 15:25:02.185418,Missing user_id
1556,,1025,sess_1794,add_to_cart,2025-08-22 04:32:16.185418,Missing user_id
1559,,55,sess_4130,view,2025-08-05 08:33:17.185418,Missing user_id
1561,,533,sess_1749,view,2025-12-13 00:37:00.185418,Missing user_id
1588,,1019,sess_439,purchase,2026-04-10 09:03:57.185418,Missing user_id
1613,,473,sess_3574,purchase,2025-12-10 01:56:55.185418,Missing user_id
1653,,728,sess_3782,purchase,2025-06-26 16:08:08.185418,Missing user_id
1665,,366,sess_3753,add_to_cart,2025-08-25 10:20:38.185418,Missing user_id
1677,,1036,sess_2081,purchase,invalid_timestamp,Missing user_id
1680,,954,sess_2861,add_to_cart,2025-11-30 15:20:03.185418,Missing user_id
1693,,731,sess_1540,add_to_cart,2025-12-05 07:57:31.185418,Missing user_id
1705,,540,sess_240,purchase,2025-07-18 00:57:00.185418,Missing user_id
1730,,217,sess_2991,add_to_cart,2025-11-20 05:28:35.186925,Missing user_id
1757,,902,sess_3956,add_to_cart,2026-03-25 23:05:07.186925,Missing user_id
1760,,952,sess_3665,add_to_cart,2026-01-21 02:02:14.186925,Missing user_id
1767,,484,sess_2128,view,2025-10-26 13:38:32.186925,Missing user_id
1795,,137,sess_3287,purchase,2025-06-20 23:07:38.186925,Missing user_id
1796,,1091,sess_4275,purchase,2025-12-30 04:47:32.186925,Missing user_id
1825,,558,sess_3905,add_to_cart,2025-07-01 12:41:17.186925,Missing user_id
1884,,998,sess_3308,add_to_cart,2026-03-11 09:49:18.186925,Missing user_id
1925,,198,sess_2382,view,2026-04-13 20:51:47.186925,Missing user_id
1927,,128,sess_3633,view,2025-11-17 10:04:05.186925,Missing user_id
1931,,263,sess_1194,view,2026-05-13 15:28:18.186925,Missing user_id
1944,,551,sess_4445,purchase,2025-06-30 08:28:00.186925,Missing user_id
1953,,623,sess_2800,add_to_cart,2026-01-11 06:43:43.186925,Missing user_id
1967,,872,sess_2429,add_to_cart,2025-12-05 14:32:27.186925,Missing user_id
1972,,1074,sess_1015,add_to_cart,2026-04-24 08:08:24.186925,Missing user_id
1979,,1017,sess_2275,view,2025-09-20 04:51:48.186925,Missing user_id
2010,,837,sess_616,view,2026-05-06 13:21:50.186925,Missing user_id
2052,,219,sess_464,purchase,2026-01-10 19:44:52.186925,Missing user_id
2058,,519,,purchase,2025-11-05 11:58:30.186925,Missing user_id
2077,,1063,sess_2323,view,2025-11-20 15:04:50.186925,Missing user_id
2144,,1124,sess_318,purchase,invalid_timestamp,Missing user_id
2165,,162,sess_2657,add_to_cart,2026-03-03 12:21:02.186925,Missing user_id
2214,,243,sess_2531,purchase,2025-06-11 18:49:37.186925,Missing user_id
2236,,520,sess_4233,view,2025-12-17 19:52:04.186925,Missing user_id
2253,,266,sess_1998,view,2025-12-09 15:02:49.186925,Missing user_id
2257,,435,sess_1370,view,2025-09-08 01:39:01.186925,Missing user_id
2263,,737,sess_1848,add_to_cart,2025-09-21 16:39:35.186925,Missing user_id
2273,,466,sess_876,add_to_cart,2026-02-09 04:57:43.186925,Missing user_id
2275,,156,sess_3285,view,2025-11-04 08:00:32.186925,Missing user_id
2296,,835,sess_4789,purchase,2025-10-02 01:07:37.186925,Missing user_id
2329,,646,sess_567,view,2025-07-16 01:40:38.186925,Missing user_id
2336,,434,sess_4110,purchase,2026-03-18 01:18:37.186925,Missing user_id
2337,,960,sess_2339,view,2026-04-18 06:46:53.186925,Missing user_id
2397,,1132,,add_to_cart,2025-07-20 02:33:46.186925,Missing user_id
2420,,430,sess_2876,view,2026-04-08 11:38:19.186925,Missing user_id
2424,,1097,sess_4615,add_to_cart,2025-08-18 12:20:16.186925,Missing user_id
2429,,280,sess_1217,view,2026-01-06 06:45:07.186925,Missing user_id
2458,,169,sess_4709,add_to_cart,2025-11-21 08:21:05.186925,Missing user_id
2475,,390,sess_1450,view,2025-06-30 10:05:54.186925,Missing user_id
2514,,888,sess_1186,view,2025-07-26 11:04:40.186925,Missing user_id
2540,,917,sess_1265,purchase,2025-12-27 13:40:56.186925,Missing user_id
2553,,1192,sess_3101,view,2025-08-11 12:47:50.186925,Missing user_id
2579,,724,sess_736,view,2025-09-25 00:18:05.186925,Missing user_id
2689,,989,sess_4821,view,2025-09-18 01:30:18.186925,Missing user_id
2721,,617,sess_703,view,2025-12-25 06:46:35.186925,Missing user_id
2727,,456,sess_143,view,2025-06-16 19:24:31.186925,Missing user_id
2752,,21,sess_604,view,2026-04-25 19:33:06.186925,Missing user_id
2757,,215,sess_2942,view,2025-09-06 11:28:51.186925,Missing user_id
2778,,496,sess_1119,purchase,invalid_timestamp,Missing user_id
2801,,368,sess_2580,view,2025-12-26 12:15:31.186925,Missing user_id
2808,,1111,,add_to_cart,2026-05-20 02:30:51.186925,Missing user_id
2822,,824,sess_2579,purchase,2025-06-20 03:27:37.186925,Missing user_id
2824,,995,sess_684,view,2025-09-10 05:30:32.186925,Missing user_id
2836,,1024,sess_1109,add_to_cart,2025-09-06 08:20:21.186925,Missing user_id
2840,,445,sess_2672,view,2026-05-13 01:29:18.186925,Missing user_id
2850,,446,sess_2066,purchase,2026-05-21 10:49:27.186925,Missing user_id
2854,,1149,sess_4935,view,2026-04-22 04:51:07.186925,Missing user_id
2898,,172,sess_2554,add_to_cart,2025-10-08 01:51:44.186925,Missing user_id
2907,,48,sess_3660,add_to_cart,2025-07-05 19:16:49.186925,Missing user_id
2974,,439,sess_858,view,2026-04-13 10:25:44.186925,Missing user_id
3013,,379,sess_2434,add_to_cart,2025-12-09 13:44:18.186925,Missing user_id
3024,,647,sess_2914,add_to_cart,2026-06-11 08:06:12.186925,Missing user_id
3037,,693,sess_2586,view,2025-06-26 11:44:16.186925,Missing user_id
3047,,30,sess_1482,add_to_cart,2026-05-02 01:42:10.186925,Missing user_id
3132,,1124,,purchase,2025-11-08 17:50:56.186925,Missing user_id
3133,,453,sess_185,purchase,2025-07-02 11:13:03.186925,Missing user_id
3135,,387,sess_2800,add_to_cart,2026-06-07 21:25:34.186925,Missing user_id
3160,,990,,view,2026-04-11 14:46:50.186925,Missing user_id
3168,,328,sess_1351,purchase,2025-06-26 07:00:42.186925,Missing user_id
3197,,248,,purchase,2025-11-16 18:44:10.186925,Missing user_id
3207,,876,sess_4386,purchase,2025-09-23 08:47:59.186925,Missing user_id
3230,,119,sess_1149,purchase,invalid_timestamp,Missing user_id
3249,,640,sess_2016,view,2025-07-11 04:17:01.186925,Missing user_id
3250,,816,sess_3576,purchase,2026-04-26 20:08:27.186925,Missing user_id
3270,,362,sess_4090,add_to_cart,2026-06-09 21:39:00.186925,Missing user_id
3277,,1029,sess_2167,purchase,2025-06-22 23:51:20.186925,Missing user_id
3325,,269,sess_820,purchase,2026-04-01 14:05:34.186925,Missing user_id
3339,,670,sess_3627,view,2026-05-07 14:13:02.186925,Missing user_id
3349,,861,,view,2025-09-20 19:59:47.186925,Missing user_id
3353,,357,sess_3336,add_to_cart,2025-07-24 09:09:27.186925,Missing user_id
3358,,530,sess_158,add_to_cart,2026-05-08 00:49:42.186925,Missing user_id
3377,,955,sess_1318,add_to_cart,2025-10-05 10:00:56.186925,Missing user_id
3383,,689,sess_1683,add_to_cart,2025-06-11 01:01:50.186925,Missing user_id
3407,,640,sess_3397,view,2026-01-20 14:47:18.186925,Missing user_id
3408,,739,sess_1702,purchase,2026-06-03 16:10:58.186925,Missing user_id
3413,,212,sess_3279,view,2025-09-11 18:30:00.186925,Missing user_id
3421,,222,sess_1709,purchase,2026-01-19 19:47:43.186925,Missing user_id
3428,,1009,,add_to_cart,2025-08-02 15:25:19.186925,Missing user_id
3442,,663,sess_3790,view,2025-12-16 19:16:59.186925,Missing user_id
3447,,1005,sess_689,purchase,2025-09-25 05:20:41.186925,Missing user_id
3472,,1085,sess_1069,add_to_cart,2025-06-13 16:33:57.186925,Missing user_id
3498,,988,sess_1092,add_to_cart,2025-06-29 03:32:52.186925,Missing user_id
3535,,1089,sess_2626,add_to_cart,2025-06-28 05:02:04.186925,Missing user_id
3554,,605,sess_4489,view,2026-03-25 18:03:56.186925,Missing user_id
3571,,402,sess_2957,add_to_cart,2025-07-19 10:40:01.186925,Missing user_id
3590,,273,sess_1931,add_to_cart,2025-12-27 10:14:46.186925,Missing user_id
3612,,1189,sess_4636,purchase,2026-05-19 02:08:15.186925,Missing user_id
3634,,247,sess_2287,purchase,2026-05-02 10:11:09.186925,Missing user_id
3643,,16,sess_1878,purchase,invalid_timestamp,Missing user_id
3670,,966,sess_1311,view,2026-01-06 15:10:45.186925,Missing user_id
3676,,1,,add_to_cart,2025-09-22 22:42:11.186925,Missing user_id
3677,,847,sess_1100,view,2026-02-12 00:58:06.186925,Missing user_id
3723,,581,sess_3256,purchase,invalid_timestamp,Missing user_id
3742,,1013,,add_to_cart,2026-02-11 11:34:42.195433,Missing user_id
3777,,50,sess_3360,add_to_cart,2026-02-17 23:06:36.195433,Missing user_id
3795,,454,sess_3950,view,2025-08-28 18:56:22.195433,Missing user_id
3815,,1128,sess_2390,view,2026-01-05 00:28:10.195433,Missing user_id
3890,,460,sess_1713,add_to_cart,2025-07-02 19:07:40.197951,Missing user_id
3921,,896,sess_1683,add_to_cart,2025-11-23 19:18:55.197951,Missing user_id
3955,,1074,sess_2037,purchase,2025-12-24 10:55:05.197951,Missing user_id
3967,,1091,sess_3064,purchase,2026-01-22 09:23:45.197951,Missing user_id
3981,,777,sess_3956,add_to_cart,2025-09-26 12:37:43.197951,Missing user_id
3997,,242,sess_1381,purchase,2025-09-30 04:30:42.197951,Missing user_id
4001,,1154,sess_3779,purchase,2025-08-10 02:04:57.197951,Missing user_id
4049,,459,sess_1224,view,2025-12-01 00:33:11.197951,Missing user_id
4060,,544,sess_3143,add_to_cart,2025-11-21 06:03:44.199974,Missing user_id
4065,,196,sess_3600,add_to_cart,2025-08-12 01:42:49.199974,Missing user_id
4146,,119,sess_104,view,2025-10-30 04:36:27.199974,Missing user_id
4181,,1097,sess_875,view,2025-08-24 01:50:47.199974,Missing user_id
4228,,752,sess_3445,purchase,2026-03-06 03:30:30.199974,Missing user_id
4233,,653,sess_4613,purchase,2026-03-16 19:47:01.199974,Missing user_id
4239,,13,sess_1745,view,2025-11-10 18:29:28.199974,Missing user_id
4240,,65,,view,2025-10-26 22:15:13.199974,Missing user_id
4260,,155,sess_4137,view,2025-09-12 19:21:49.199974,Missing user_id
4296,,401,sess_491,add_to_cart,2025-10-25 04:20:12.202536,Missing user_id
4297,,205,sess_4128,add_to_cart,2025-07-24 08:16:43.202536,Missing user_id
4311,,616,sess_971,add_to_cart,2025-10-30 22:50:46.202536,Missing user_id
4326,,427,sess_4565,purchase,2026-06-03 20:17:41.202536,Missing user_id
4351,,702,sess_952,view,2025-10-18 00:43:08.203543,Missing user_id
4379,,1060,sess_2855,view,2025-11-26 18:38:39.203543,Missing user_id
4381,,1173,sess_1301,view,2025-07-02 09:01:35.203543,Missing user_id
4448,,190,,purchase,2026-03-30 11:28:49.203543,Missing user_id
4467,,420,sess_2879,purchase,2025-08-12 03:34:42.203543,Missing user_id
4472,,748,sess_424,purchase,2025-12-23 03:49:58.203543,Missing user_id
4484,,925,sess_901,purchase,2025-07-13 12:35:52.203543,Missing user_id
4541,,196,sess_4505,view,invalid_timestamp,Missing user_id
4544,,1030,sess_132,view,2025-10-29 19:18:35.203543,Missing user_id
4572,,1124,sess_1023,view,2025-06-20 12:27:24.203543,Missing user_id
4595,,533,sess_1758,purchase,2025-06-28 01:12:50.207677,Missing user_id
4604,,1048,sess_3932,view,2026-02-02 13:38:09.207677,Missing user_id
4605,,429,sess_819,add_to_cart,2025-07-17 18:53:00.207677,Missing user_id
4616,,437,sess_2685,add_to_cart,2026-04-02 15:39:10.207677,Missing user_id
4681,,212,sess_4502,purchase,2025-12-05 22:28:56.207677,Missing user_id
4682,,594,sess_3555,purchase,2025-12-11 02:52:51.207677,Missing user_id
4734,,1072,sess_2405,purchase,2025-12-14 17:00:41.207677,Missing user_id
4762,,1008,sess_554,purchase,2025-07-14 04:11:56.209185,Missing user_id
4763,,309,sess_2374,view,2025-06-25 07:10:55.209185,Missing user_id
4826,,1009,sess_1986,add_to_cart,2026-05-11 10:05:28.209185,Missing user_id
4845,,58,sess_2701,purchase,2025-08-16 20:35:14.209185,Missing user_id
4863,,607,sess_1482,view,2025-11-05 12:54:04.209185,Missing user_id
4871,,1033,sess_4725,purchase,2026-01-19 12:13:53.209185,Missing user_id
4872,,229,sess_2065,purchase,2026-04-14 01:27:24.209185,Missing user_id
4911,,1046,sess_2095,view,2025-08-09 19:12:06.209185,Missing user_id
4912,,751,sess_3341,add_to_cart,2025-11-03 17:58:59.209185,Missing user_id
4919,,408,sess_2959,purchase,2025-07-13 18:00:37.209185,Missing user_id
4961,,295,sess_2660,view,2025-11-11 12:30:59.209185,Missing user_id
4980,,265,sess_2232,view,2025-08-28 07:26:04.209185,Missing user_id
4984,,632,sess_527,view,2026-02-24 08:42:58.209185,Missing user_id
4997,,425,sess_3247,purchase,2026-04-02 16:35:20.209185,Missing user_id
5027,,346,sess_3761,purchase,2026-06-09 11:03:50.209185,Missing user_id
5031,,614,sess_443,add_to_cart,2026-01-25 18:50:20.209185,Missing user_id
5060,,50,sess_2433,purchase,2026-05-14 14:22:22.209185,Missing user_id
5066,,1052,sess_4620,purchase,2026-01-12 10:52:20.209185,Missing user_id
5111,,1139,sess_448,purchase,2026-01-20 13:54:33.209185,Missing user_id
5116,,327,sess_3381,purchase,2025-12-16 13:20:50.209185,Missing user_id
5127,,192,sess_2839,add_to_cart,2026-04-24 15:42:49.209185,Missing user_id
5136,,19,sess_2727,view,2026-04-29 11:42:35.209185,Missing user_id
5140,,297,sess_4662,purchase,2026-02-28 08:50:21.209185,Missing user_id
5152,,944,sess_3687,purchase,2026-04-01 01:41:54.209185,Missing user_id
5189,,121,sess_4377,add_to_cart,2025-11-21 11:09:59.209185,Missing user_id
5191,,35,sess_4057,purchase,2025-10-07 15:21:57.209185,Missing user_id
5215,,4,sess_1717,add_to_cart,2025-09-04 17:32:19.209185,Missing user_id
5263,,923,sess_2932,view,2026-04-21 01:26:34.211509,Missing user_id
5278,,893,sess_1706,add_to_cart,2026-01-21 11:30:59.211509,Missing user_id
5319,,964,sess_806,view,2026-06-03 12:07:06.211509,Missing user_id
5331,,378,sess_4628,add_to_cart,2026-04-04 17:30:51.211509,Missing user_id
5369,,1087,sess_4760,purchase,2025-06-16 14:22:03.212022,Missing user_id
5398,,33,sess_1207,purchase,2026-04-09 08:12:59.212022,Missing user_id
5421,,696,sess_3243,purchase,2025-12-26 17:56:22.212022,Missing user_id
5449,,534,sess_852,add_to_cart,2025-06-14 08:03:51.212022,Missing user_id
5457,,377,sess_4341,add_to_cart,2025-11-10 20:01:50.212022,Missing user_id
5471,,1095,sess_3379,view,2026-02-05 09:17:54.212022,Missing user_id
5483,,726,sess_2703,purchase,2025-09-16 11:17:14.212022,Missing user_id
5504,,38,sess_4809,view,2025-07-15 10:54:45.212022,Missing user_id
5588,,1173,sess_1770,view,2025-11-23 14:57:36.212022,Missing user_id
5648,,112,sess_3723,view,2025-06-25 13:56:49.212022,Missing user_id
5670,,623,,view,2025-07-10 00:54:46.212022,Missing user_id
5686,,351,sess_1558,view,2025-07-02 13:07:37.212022,Missing user_id
5700,,1192,sess_2177,add_to_cart,2025-11-25 03:47:59.212022,Missing user_id
5709,,1115,sess_3017,view,2026-05-21 14:22:01.212022,Missing user_id
5710,,304,sess_2208,add_to_cart,2025-07-17 03:01:34.212022,Missing user_id
5711,,702,sess_3386,view,2025-11-30 17:10:49.212022,Missing user_id
5733,,1018,sess_566,view,2026-06-04 18:42:06.212022,Missing user_id
5739,,581,,view,2026-01-05 08:22:58.212022,Missing user_id
5744,,1006,,purchase,2025-07-08 11:39:17.212022,Missing user_id
5747,,465,sess_2174,add_to_cart,2026-05-08 05:51:29.212022,Missing user_id
5751,,200,sess_909,add_to_cart,2026-05-15 02:18:02.212022,Missing user_id
5764,,743,sess_1650,view,2025-09-20 12:17:23.212022,Missing user_id
5781,,965,sess_922,purchase,2025-07-14 22:53:55.212022,Missing user_id
5788,,843,sess_269,view,2026-01-16 15:57:15.212022,Missing user_id
5789,,523,sess_2576,purchase,2026-02-26 13:16:02.212022,Missing user_id
5803,,371,sess_4865,add_to_cart,2026-01-09 10:20:39.212022,Missing user_id
5853,,1017,sess_4697,purchase,invalid_timestamp,Missing user_id
5898,,981,sess_2781,add_to_cart,2025-08-29 17:36:08.214026,Missing user_id
5907,,629,,add_to_cart,2025-07-05 17:07:40.214026,Missing user_id
5931,,944,sess_4019,add_to_cart,2026-01-18 00:32:01.214026,Missing user_id
5954,,341,sess_1942,purchase,2026-01-25 00:02:59.214026,Missing user_id
5973,,851,sess_4251,add_to_cart,2025-09-22 17:39:10.214026,Missing user_id
6025,,333,sess_45,purchase,2026-03-28 14:53:33.214026,Missing user_id
6103,,165,sess_4007,view,2025-12-05 11:03:33.214026,Missing user_id
6124,,416,sess_1448,purchase,2025-11-18 23:09:43.214026,Missing user_id
6129,,293,sess_140,view,2026-02-08 06:49:49.214026,Missing user_id
6,,146,sess_4253,purchase,2025-09-25 02:09:30.214026,Missing user_id
6178,,1170,sess_636,view,2025-10-05 21:07:19.214026,Missing user_id
6190,,9,sess_3957,view,2025-10-07 10:52:40.214026,Missing user_id
6222,,203,sess_3106,purchase,2025-07-02 09:15:50.214026,Missing user_id
6256,,629,sess_4425,view,2026-02-15 12:27:15.214026,Missing user_id
6263,,163,,view,2025-10-04 10:52:43.214026,Missing user_id
6292,,665,sess_3976,purchase,2026-06-06 16:37:36.214026,Missing user_id
6334,,164,sess_1734,add_to_cart,2025-07-21 17:51:20.214026,Missing user_id
6363,,1185,,add_to_cart,2026-01-13 03:37:01.214026,Missing user_id
6378,,1164,sess_3462,add_to_cart,2025-12-22 08:06:58.214026,Missing user_id
6409,,381,sess_2233,add_to_cart,2025-08-29 03:44:57.214026,Missing user_id
6410,,106,sess_1299,add_to_cart,2026-06-05 19:47:16.214026,Missing user_id
6425,,540,sess_2820,view,2026-06-06 08:26:18.214026,Missing user_id
6427,,1160,sess_1807,view,2025-08-16 00:11:53.214026,Missing user_id
6464,,1160,sess_2649,add_to_cart,2025-07-14 07:59:34.214026,Missing user_id
6471,,1197,sess_4936,view,2026-02-02 16:16:19.214026,Missing user_id
6475,,230,sess_2509,view,2025-08-31 20:14:31.214026,Missing user_id
6490,,854,sess_3407,add_to_cart,invalid_timestamp,Missing user_id
6521,,280,sess_2676,view,2025-09-20 12:11:54.216529,Missing user_id
6555,,144,sess_25,view,2026-04-02 15:14:26.216529,Missing user_id
6566,,618,sess_3371,purchase,2025-07-28 03:01:16.216529,Missing user_id
6583,,346,sess_1940,view,2025-11-05 01:17:44.216529,Missing user_id
6596,,97,sess_2733,add_to_cart,2025-11-09 16:20:08.216529,Missing user_id
6599,,349,sess_2851,purchase,2025-07-17 23:29:55.216529,Missing user_id
6652,,211,sess_3245,purchase,2026-03-20 06:06:43.216529,Missing user_id
6667,,648,sess_155,purchase,2025-12-01 23:46:52.216529,Missing user_id
6701,,190,,add_to_cart,2025-07-13 03:51:33.216529,Missing user_id
6702,,960,sess_874,add_to_cart,2025-11-27 08:34:50.216529,Missing user_id
6746,,171,sess_1819,view,2026-02-12 04:20:19.216529,Missing user_id
6749,,814,sess_3311,purchase,2026-03-04 20:02:14.216529,Missing user_id
6800,,63,sess_2210,view,2026-05-11 00:25:30.216529,Missing user_id
6821,,36,sess_4258,add_to_cart,2026-04-25 20:30:37.216529,Missing user_id
6843,,306,sess_2189,view,2026-05-21 12:38:16.216529,Missing user_id
6868,,1135,sess_1406,view,2026-03-20 02:34:13.216529,Missing user_id
6872,,488,sess_4904,purchase,2026-01-03 17:49:40.216529,Missing user_id
6874,,37,sess_3266,add_to_cart,2026-03-21 12:18:37.216529,Missing user_id
6882,,89,sess_792,purchase,2025-09-28 11:48:07.216529,Missing user_id
6948,,1013,sess_999,purchase,2026-04-15 04:58:14.216529,Missing user_id
7000,,972,sess_2428,purchase,2025-08-09 17:49:45.216529,Missing user_id
7003,,845,sess_1565,add_to_cart,2026-01-21 02:14:49.218542,Missing user_id
7032,,199,sess_4269,purchase,2025-10-16 09:08:37.218542,Missing user_id
7036,,624,sess_4975,add_to_cart,2025-12-06 05:21:54.218542,Missing user_id
7103,,902,sess_1109,purchase,2026-04-26 02:47:28.218542,Missing user_id
7121,,41,sess_366,view,2026-03-30 22:48:05.218542,Missing user_id
7167,,952,sess_2981,view,2025-08-27 18:00:11.218542,Missing user_id
7189,,1014,sess_89,purchase,2025-11-20 13:55:59.218542,Missing user_id
7201,,829,sess_1877,purchase,2026-03-26 21:28:12.219548,Missing user_id
7204,,925,sess_3344,view,2026-05-04 19:12:51.219548,Missing user_id
7205,,302,sess_2200,add_to_cart,2026-01-28 14:28:55.219548,Missing user_id
7210,,827,sess_4249,purchase,2026-01-27 21:17:09.219548,Missing user_id
7216,,688,sess_1709,view,2026-02-07 14:48:23.219548,Missing user_id
7277,,293,sess_4912,add_to_cart,2026-04-26 17:42:05.219548,Missing user_id
7283,,477,,add_to_cart,2025-07-27 20:23:40.219548,Missing user_id
7302,,966,sess_1722,view,2026-04-24 21:38:56.219548,Missing user_id
7348,,778,sess_4543,purchase,2026-06-03 09:46:41.219548,Missing user_id
7353,,486,sess_1412,purchase,2025-09-20 15:28:33.219548,Missing user_id
7388,,1131,sess_3996,add_to_cart,2025-06-15 22:56:38.219548,Missing user_id
7400,,988,sess_1611,view,2026-06-10 19:57:22.219548,Missing user_id
7414,,1163,sess_1603,view,2026-01-14 00:24:57.219548,Missing user_id
7424,,825,sess_2214,add_to_cart,2025-09-13 07:18:55.219548,Missing user_id
7478,,438,sess_3369,view,2025-07-23 01:05:38.219548,Missing user_id
