log_id,user_id,product_id,session_id,action,timestamp
64,816.0,281,sess_1153,add_to_cart,2025-12-16 18:39:31.178635
65,1151.0,422,sess_4972,view,2026-04-12 12:09:49.178635
66,668.0,213,sess_4220,purchase,2025-06-26 19:21:50.178635
67,1065.0,208,sess_4494,add_to_cart,2025-09-20 18:55:09.178635
68,911.0,540,sess_2410,view,2026-02-26 04:07:51.178635
69,760.0,927,sess_2051,view,2025-10-07 02:23:46.178635
70,112.0,1000,sess_2200,add_to_cart,2025-12-18 01:01:50.178635
71,452.0,1146,sess_4159,add_to_cart,2026-04-28 20:27:04.178635
72,744.0,463,sess_3053,add_to_cart,2025-12-26 19:32:47.178635
73,121.0,840,sess_396,add_to_cart,2025-10-22 00:01:38.178635
74,557.0,498,sess_3653,view,2025-12-17 07:51:27.178635
75,44.0,690,sess_503,add_to_cart,invalid_timestamp
76,795.0,536,sess_4266,add_to_cart,2026-01-02 21:28:37.178635
77,889.0,1128,sess_2065,view,2026-05-13 13:02:36.178635
78,54.0,658,sess_1382,add_to_cart,2025-11-15 03:46:40.178635
79,1076.0,555,sess_4461,add_to_cart,2026-02-24 04:37:32.178635
80,809.0,837,sess_3493,purchase,2025-12-06 17:59:31.178635
81,804.0,625,sess_2324,add_to_cart,2025-08-12 18:56:01.178635
82,876.0,9,sess_3758,add_to_cart,2025-09-17 09:38:11.178635
83,906.0,1148,sess_2720,purchase,2025-12-31 18:10:54.178635
84,663.0,1030,,add_to_cart,2026-03-02 02:54:34.178635
85,339.0,354,sess_1322,view,2025-06-17 03:09:25.178635
86,306.0,169,sess_4735,purchase,2025-06-12 18:42:42.178635
87,,470,sess_1424,purchase,2026-05-30 19:56:11.178635
88,753.0,772,sess_561,view,2026-06-09 11:38:29.178635
89,1060.0,806,sess_3250,purchase,2025-12-17 13:22:45.178635
90,948.0,1067,sess_2809,add_to_cart,2026-03-16 01:53:59.178635
91,969.0,908,sess_1519,purchase,2025-10-06 21:44:57.178635
92,1016.0,22,sess_229,add_to_cart,2026-06-06 15:46:52.178635
93,451.0,574,sess_4497,add_to_cart,2025-08-27 11:09:58.178635
94,535.0,230,sess_71,add_to_cart,invalid_timestamp
95,921.0,784,sess_363,add_to_cart,2025-10-25 11:12:02.178635
96,51.0,1143,sess_2560,view,2026-01-29 09:55:43.178635
200,973.0,918,sess_1268,purchase,2026-01-05 04:06:06.178635
98,1154.0,300,sess_2227,view,2026-02-13 23:35:13.178635
99,1076.0,714,sess_1804,purchase,2026-06-04 15:44:39.178635
100,908.0,1025,sess_1296,purchase,2026-02-14 04:59:11.178635
101,938.0,1198,sess_4044,purchase,2026-03-15 22:20:00.178635
102,763.0,154,,add_to_cart,2025-08-11 00:41:49.178635
103,283.0,55,sess_2290,purchase,2026-04-11 11:40:27.178635
104,98.0,99,sess_4600,purchase,2025-12-16 15:39:08.178635
105,1191.0,1170,sess_3900,purchase,2025-08-20 22:42:06.178635
54,1099.0,109,sess_427,add_to_cart,2026-04-14 16:36:12.178635
107,10.0,18,sess_2634,add_to_cart,2026-02-21 02:16:14.178635
108,19.0,473,sess_83,add_to_cart,2025-11-20 10:21:23.178635
109,691.0,251,sess_823,view,2026-05-09 11:38:33.178635
110,306.0,905,sess_1499,purchase,2026-04-25 01:34:38.178635
111,1003.0,1034,sess_566,purchase,2025-07-24 18:14:31.178635
112,76.0,655,sess_1150,view,2026-03-11 19:08:23.178635
113,893.0,1047,sess_2382,view,2025-07-18 21:51:25.178635
114,276.0,1049,sess_633,view,2025-08-23 15:42:23.178635
189,281.0,887,sess_1710,view,2026-02-17 01:01:41.178635
116,198.0,663,sess_3274,add_to_cart,2025-11-18 17:20:30.178635
117,738.0,1158,sess_2756,add_to_cart,2025-11-25 00:35:30.178635
118,730.0,700,,view,2025-08-26 20:58:01.178635
119,301.0,227,sess_4412,purchase,2025-07-29 06:24:43.178635
120,382.0,596,sess_2537,view,invalid_timestamp
121,380.0,197,sess_2798,add_to_cart,2025-08-07 13:04:32.178635
122,763.0,338,sess_4382,add_to_cart,2026-05-30 17:56:36.178635
123,414.0,443,sess_4766,purchase,2026-06-05 02:37:36.178635
124,976.0,901,sess_2458,add_to_cart,2025-12-12 22:39:22.178635
125,269.0,68,sess_1212,view,2025-07-23 18:00:42.178635
126,686.0,1066,sess_81,purchase,2026-04-05 14:01:43.178635
127,1103.0,399,,add_to_cart,2026-04-05 10:41:37.178635
128,791.0,661,sess_825,purchase,2026-05-29 04:22:45.178635
129,573.0,1132,sess_2112,add_to_cart,2025-12-22 09:58:38.178635
130,923.0,300,sess_4835,purchase,2025-06-24 18:19:41.178635
131,244.0,251,sess_3962,add_to_cart,2025-06-20 12:42:35.178635
132,814.0,738,sess_4372,add_to_cart,2025-10-24 06:45:53.178635
133,1041.0,808,sess_2913,purchase,2025-11-20 22:04:07.178635
134,483.0,619,sess_4337,add_to_cart,2025-07-25 00:29:51.178635
135,899.0,879,,view,2025-07-28 18:14:16.178635
136,992.0,180,sess_1477,add_to_cart,2025-10-30 20:15:14.178635
137,1088.0,336,sess_1818,view,2025-11-02 19:29:22.178635
138,409.0,176,sess_1728,purchase,2025-09-11 08:49:18.178635
139,47.0,999,,view,2025-06-26 18:38:25.178635
140,96.0,428,sess_1698,add_to_cart,2026-05-14 19:03:48.178635
141,135.0,813,sess_211,purchase,2025-07-24 14:51:28.178635
142,277.0,941,sess_3843,purchase,invalid_timestamp
143,491.0,562,sess_2551,add_to_cart,2025-09-02 18:08:21.178635
144,949.0,1158,sess_2740,view,2026-03-05 18:08:29.178635
145,154.0,844,sess_4495,purchase,2025-09-29 01:41:21.178635
146,482.0,667,sess_4981,purchase,2026-05-30 06:26:54.178635
55,170.0,906,sess_725,add_to_cart,2025-10-28 22:46:21.178635
148,73.0,561,sess_4772,purchase,2026-01-15 14:25:04.178635
149,95.0,1075,sess_1405,add_to_cart,2026-04-10 10:00:55.178635
150,181.0,682,sess_993,add_to_cart,2025-10-19 22:11:26.178635
151,791.0,617,sess_3017,add_to_cart,2026-05-11 11:41:47.178635
152,520.0,887,sess_642,purchase,2026-04-27 16:56:47.178635
153,9.0,357,sess_2714,view,2025-12-19 07:59:10.178635
154,1077.0,474,sess_4739,view,2025-11-16 05:12:39.178635
155,728.0,558,sess_1939,purchase,2026-06-11 06:26:25.178635
156,14.0,967,sess_3513,add_to_cart,2026-05-09 07:29:48.178635
157,312.0,766,sess_3199,view,invalid_timestamp
158,,335,sess_4982,add_to_cart,2025-10-26 18:00:42.178635
159,98.0,1117,sess_2946,view,2026-02-02 11:57:46.178635
160,897.0,833,sess_3635,purchase,2025-12-06 09:03:20.178635
161,955.0,1022,sess_1220,add_to_cart,2025-06-15 11:30:17.178635
162,536.0,784,sess_1415,purchase,2025-09-02 16:36:44.178635
163,915.0,535,sess_3148,view,2025-12-08 10:17:52.178635
164,913.0,167,sess_2801,add_to_cart,2025-07-20 07:43:28.178635
165,541.0,766,sess_3427,purchase,2025-12-01 06:52:25.178635
166,7.0,386,,purchase,2025-12-07 16:33:37.178635
167,874.0,508,sess_4767,purchase,2025-07-12 17:55:33.178635
168,375.0,966,sess_3753,purchase,2026-04-29 09:34:10.178635
169,377.0,732,sess_3570,view,2025-07-26 20:19:34.178635
170,1066.0,100,sess_3759,view,2025-07-14 13:48:53.178635
171,732.0,1025,sess_3605,purchase,2025-08-14 04:36:09.178635
172,366.0,33,sess_1240,view,2025-10-05 11:50:57.178635
173,578.0,795,sess_1562,add_to_cart,2026-03-29 02:11:15.178635
174,602.0,451,sess_2153,purchase,2026-05-08 11:07:27.178635
175,456.0,646,sess_4311,purchase,2025-08-16 17:24:18.178635
176,1141.0,1082,sess_256,add_to_cart,2026-04-13 10:59:35.178635
115,885.0,940,sess_4647,add_to_cart,2025-11-02 04:37:00.178635
178,578.0,750,sess_15,add_to_cart,2025-09-14 17:31:25.178635
179,820.0,1070,sess_514,view,invalid_timestamp
180,126.0,891,sess_2283,view,2025-07-17 00:15:29.178635
181,687.0,465,sess_2548,purchase,2026-01-15 21:27:34.178635
182,1003.0,1136,sess_2198,purchase,2025-06-18 07:57:21.178635
183,583.0,496,sess_1104,add_to_cart,2026-04-28 19:33:53.178635
184,414.0,908,sess_2015,add_to_cart,2025-08-13 19:51:35.178635
185,558.0,150,sess_2425,view,2025-07-15 12:51:02.178635
186,411.0,529,sess_1122,add_to_cart,2026-05-08 20:41:32.178635
187,1179.0,939,sess_3387,add_to_cart,2025-12-18 17:04:06.178635
188,345.0,1184,sess_2950,purchase,2026-01-15 08:45:10.178635
189,497.0,185,sess_4355,add_to_cart,2025-12-07 10:11:04.178635
190,506.0,249,sess_4549,view,2026-03-25 03:52:36.178635
191,995.0,325,sess_4034,purchase,2026-05-30 14:32:11.178635
192,40.0,942,sess_44,add_to_cart,2025-12-03 20:03:33.178635
193,155.0,1134,sess_1569,add_to_cart,2025-06-23 01:29:24.178635
194,500.0,1121,sess_1188,view,2026-06-06 13:07:47.178635
195,460.0,79,sess_598,purchase,2025-10-30 04:01:43.178635
196,983.0,976,sess_3839,add_to_cart,2025-12-04 02:12:08.178635
197,31.0,850,sess_4998,view,2025-06-15 13:44:14.178635
198,477.0,578,sess_1938,purchase,2026-04-23 19:51:55.178635
199,1174.0,1190,sess_4095,add_to_cart,2025-12-05 17:52:16.178635
200,557.0,507,,view,2025-06-18 14:48:39.178635
201,384.0,892,sess_1268,add_to_cart,2026-01-06 20:17:17.178635
202,459.0,450,sess_1926,add_to_cart,2026-05-27 07:31:22.178635
203,538.0,1025,,purchase,2026-04-07 13:20:05.178635
204,570.0,693,,purchase,2025-06-12 05:23:35.178635
205,832.0,633,,add_to_cart,2026-04-30 07:54:14.178635
206,621.0,585,sess_1690,view,2025-11-23 03:58:53.178635
207,101.0,50,sess_1280,purchase,2025-07-07 10:37:27.178635
208,390.0,996,sess_4907,purchase,2025-09-27 10:48:47.178635
209,770.0,726,sess_1445,add_to_cart,2026-02-16 10:43:13.178635
210,1184.0,1081,sess_4218,view,2025-06-21 04:50:01.178635
211,1086.0,219,sess_4161,view,2026-04-06 07:29:55.178635
212,1114.0,676,sess_2662,view,2026-01-23 01:20:35.178635
213,1085.0,363,sess_538,purchase,2026-03-09 06:31:55.178635
214,1117.0,560,sess_3978,add_to_cart,2025-10-14 16:18:31.178635
215,1132.0,655,sess_3735,purchase,2025-08-20 06:24:01.178635
216,646.0,574,sess_1954,view,2025-11-03 00:27:04.178635
217,87.0,972,sess_2179,purchase,2025-07-25 04:57:58.178635
218,60.0,509,sess_4654,view,2025-09-18 01:11:14.178635
219,583.0,651,sess_3669,view,2026-03-19 19:49:50.178635
220,1070.0,385,sess_4937,view,2025-07-28 10:30:50.178635
221,1180.0,1096,sess_2381,view,2025-07-23 16:06:10.178635
222,1056.0,1026,sess_4240,view,2025-08-08 05:45:32.178635
223,937.0,1199,sess_4753,view,2026-03-01 09:08:46.178635
224,980.0,921,sess_3033,purchase,2025-07-23 10:09:45.178635
225,25.0,101,sess_1821,view,2025-11-16 10:14:26.178635
226,406.0,938,sess_327,add_to_cart,2026-01-02 02:32:07.178635
227,1103.0,1167,sess_1916,purchase,2026-02-25 10:44:46.178635
228,279.0,964,sess_4080,purchase,2025-11-06 08:10:34.178635
229,680.0,928,sess_3838,purchase,2026-06-06 05:08:01.178635
230,728.0,401,sess_824,purchase,2026-05-17 22:11:30.178635
231,195.0,1157,sess_506,purchase,2026-06-08 23:32:03.178635
232,436.0,653,sess_3933,add_to_cart,2025-10-28 06:29:36.178635
233,411.0,1160,sess_4201,purchase,2025-08-10 23:42:38.178635
234,260.0,368,sess_3452,view,2025-10-05 21:14:59.178635
235,507.0,185,sess_2364,purchase,2025-08-13 15:15:00.178635
236,502.0,665,sess_3213,view,2025-10-01 10:41:32.178635
237,356.0,688,sess_678,add_to_cart,2025-11-10 16:29:52.178635
238,1094.0,336,sess_4193,view,2026-02-28 22:03:00.178635
239,25.0,1034,sess_2823,purchase,2025-11-13 06:01:27.178635
240,1032.0,473,sess_98,purchase,2025-07-01 01:08:31.178635
241,1000.0,854,sess_2315,add_to_cart,2026-02-17 05:03:30.178635
242,601.0,593,sess_1978,view,2025-06-29 11:01:43.178635
243,1121.0,833,sess_996,view,2025-10-11 03:03:38.178635
244,222.0,201,sess_1604,purchase,2025-07-13 20:08:03.178635
245,817.0,1035,sess_3036,add_to_cart,2025-08-21 03:54:45.178635
246,201.0,568,sess_1950,view,2025-07-23 03:26:01.178635
247,963.0,759,sess_1328,view,2025-11-02 03:18:22.178635
248,417.0,206,sess_1025,add_to_cart,2025-11-14 13:55:19.178635
249,,1035,sess_1412,add_to_cart,2026-02-17 16:00:48.178635
250,20.0,151,sess_3011,view,2026-02-22 01:28:53.178635
251,630.0,933,sess_4058,purchase,2025-11-19 16:34:23.178635
252,885.0,275,sess_1738,view,2025-06-21 10:19:05.178635
253,692.0,909,sess_999,purchase,2025-07-30 20:44:58.178635
254,1007.0,789,sess_4665,purchase,2025-07-17 16:58:28.178635
255,86.0,66,sess_298,view,2025-10-29 21:01:18.178635
256,143.0,496,sess_4686,add_to_cart,2026-06-06 20:22:48.178635
257,721.0,1159,sess_4364,add_to_cart,2026-03-04 22:59:33.178635
258,626.0,47,sess_1479,view,2026-01-13 22:35:11.178635
259,503.0,1069,sess_929,purchase,2025-07-16 02:06:54.178635
260,200.0,60,sess_3583,view,2025-10-01 17:05:35.178635
261,1049.0,96,sess_46,purchase,2025-09-05 08:26:13.178635
262,512.0,818,sess_3452,add_to_cart,2025-07-27 19:40:56.178635
263,37.0,63,sess_269,add_to_cart,2025-11-27 03:07:40.178635
264,282.0,265,sess_2992,view,2025-07-18 13:52:48.178635
265,1153.0,1195,sess_1612,view,2025-08-14 22:38:40.178635
266,935.0,620,sess_3491,view,2025-12-11 09:14:58.178635
267,412.0,534,sess_2094,purchase,2026-01-13 22:28:52.178635
268,1046.0,1127,sess_544,view,2025-09-18 04:50:06.178635
269,,520,sess_1766,view,2025-12-23 17:42:25.178635
270,337.0,506,sess_3188,view,2026-03-19 08:15:48.178635
271,174.0,1073,sess_3117,purchase,invalid_timestamp
272,18.0,125,sess_4432,add_to_cart,2026-02-20 06:47:25.178635
273,730.0,707,sess_1626,purchase,2026-05-15 05:27:00.178635
274,210.0,1096,sess_3463,view,2025-06-26 02:27:27.178635
275,340.0,375,sess_2298,add_to_cart,2025-12-17 10:05:29.178635
276,816.0,390,sess_2030,view,2025-11-23 15:53:43.178635
277,1112.0,345,sess_25,purchase,2026-03-02 03:40:07.178635
278,528.0,705,sess_4997,add_to_cart,2025-11-28 21:01:10.178635
279,1065.0,1019,sess_2679,add_to_cart,2025-08-31 06:56:54.178635
280,1005.0,422,sess_2095,view,2025-07-23 03:32:47.178635
281,874.0,746,sess_2747,add_to_cart,2026-03-15 01:15:54.178635
282,742.0,44,sess_80,add_to_cart,2026-03-04 01:45:49.178635
283,927.0,961,sess_4459,purchase,2025-09-09 15:27:24.178635
284,608.0,706,sess_4062,add_to_cart,2026-02-06 09:53:36.178635
285,272.0,77,sess_3755,view,2026-05-18 19:14:43.178635
286,84.0,356,sess_23,purchase,2026-01-09 20:26:08.178635
287,5.0,351,sess_4310,add_to_cart,2025-07-17 23:55:29.178635
288,596.0,859,sess_207,view,2026-03-29 19:42:40.178635
289,940.0,240,sess_3639,view,2026-04-22 19:05:44.178635
290,308.0,380,sess_2419,view,2026-02-13 06:42:01.178635
291,1197.0,948,sess_3905,add_to_cart,2026-03-28 17:17:02.178635
292,1057.0,877,sess_563,view,2025-10-02 12:46:33.178635
293,554.0,209,sess_2398,add_to_cart,invalid_timestamp
294,741.0,167,sess_4257,view,2025-12-25 03:11:02.178635
295,491.0,15,sess_1153,view,2026-04-18 04:10:17.178635
296,1196.0,381,sess_3013,purchase,2026-04-01 06:37:42.178635
297,988.0,431,sess_3229,view,2025-08-27 19:35:08.178635
26,923.0,549,sess_91,add_to_cart,2025-09-17 15:29:53.178635
299,277.0,843,sess_2751,add_to_cart,2026-02-07 03:33:22.178635
300,60.0,721,sess_1490,view,2026-03-03 01:56:54.178635
301,916.0,829,sess_2811,purchase,2026-06-05 19:38:31.178635
302,392.0,133,sess_3725,view,2026-05-20 08:28:12.178635
303,933.0,17,sess_494,view,2025-06-16 14:48:12.178635
13,9.0,1157,sess_4720,view,2025-07-31 21:27:12.178635
305,279.0,253,sess_3769,purchase,2025-11-01 05:19:23.178635
306,141.0,796,sess_4376,purchase,2025-10-05 12:10:45.178635
307,1154.0,1039,sess_2350,view,2025-09-13 19:09:49.178635
308,402.0,633,sess_2833,purchase,2025-11-15 18:09:51.178635
309,588.0,154,sess_4107,purchase,2025-10-23 07:21:46.178635
310,1079.0,784,sess_2927,add_to_cart,2026-04-04 17:04:07.178635
311,1056.0,974,sess_1259,purchase,2025-10-27 18:09:17.178635
312,482.0,224,sess_3617,add_to_cart,2025-12-20 21:41:42.178635
313,109.0,470,sess_42,purchase,2025-10-03 15:55:05.178635
314,43.0,763,sess_1111,view,2025-09-22 04:54:33.178635
315,54.0,506,sess_1198,add_to_cart,2025-11-21 06:49:39.178635
316,,1017,sess_843,view,2026-04-08 15:23:38.178635
317,626.0,796,sess_3302,add_to_cart,2026-03-28 09:05:32.178635
318,430.0,220,sess_340,add_to_cart,2026-04-11 00:46:49.178635
319,831.0,163,sess_1150,add_to_cart,invalid_timestamp
320,998.0,396,sess_449,purchase,2026-04-28 17:15:29.178635
180,,246,sess_2139,add_to_cart,2025-10-31 10:17:30.178635
322,740.0,516,sess_1999,add_to_cart,2025-07-30 14:53:37.178635
323,946.0,344,sess_3959,view,2025-11-15 21:12:52.178635
324,602.0,134,sess_4141,view,2025-06-16 09:39:57.178635
325,244.0,826,sess_3434,add_to_cart,2025-09-15 08:22:06.178635
326,903.0,497,sess_2337,view,2025-11-24 23:28:34.178635
327,696.0,667,sess_1069,purchase,2026-03-17 12:43:51.178635
328,611.0,757,sess_1075,purchase,2026-03-22 09:13:39.178635
329,989.0,790,sess_1605,purchase,invalid_timestamp
330,743.0,1037,,add_to_cart,2025-11-13 00:12:43.178635
331,465.0,967,sess_1175,purchase,invalid_timestamp
332,778.0,1080,sess_424,purchase,2026-01-05 14:09:51.178635
333,302.0,571,sess_1999,view,2025-07-06 23:30:12.178635
334,,795,sess_3960,view,2026-02-14 19:47:16.178635
335,246.0,840,sess_177,add_to_cart,2025-10-10 10:23:20.178635
336,353.0,282,sess_3971,add_to_cart,2026-01-20 15:12:46.178635
337,1191.0,205,sess_600,add_to_cart,2025-09-27 06:24:51.178635
338,215.0,708,sess_2439,add_to_cart,2025-11-25 19:34:33.178635
339,995.0,532,sess_1055,purchase,2025-12-28 17:50:01.178635
340,,808,sess_352,add_to_cart,2025-07-13 18:31:31.178635
341,399.0,1168,sess_2492,view,2026-03-07 00:51:20.178635
30,903.0,921,sess_2634,view,2025-10-08 15:25:56.178635
343,164.0,409,sess_1005,view,2025-07-04 20:22:35.178635
344,308.0,518,sess_2124,add_to_cart,2026-02-13 06:04:48.178635
345,356.0,455,sess_4721,add_to_cart,2025-12-20 08:16:06.178635
346,48.0,602,sess_1100,add_to_cart,2025-09-16 11:22:03.178635
347,473.0,496,sess_4902,add_to_cart,2025-06-15 15:17:23.178635
348,1150.0,828,sess_4382,add_to_cart,2025-11-14 06:26:29.178635
349,908.0,1088,,purchase,2025-06-23 15:52:51.178635
350,841.0,755,sess_2941,purchase,2026-03-11 06:37:21.178635
351,54.0,10,sess_3676,view,2025-08-28 05:57:02.178635
352,1086.0,659,sess_2974,view,2026-01-29 13:47:49.178635
353,860.0,33,sess_4935,add_to_cart,2026-02-20 11:48:07.178635
354,370.0,291,sess_3874,purchase,2025-12-02 01:20:42.178635
355,754.0,1161,sess_4710,purchase,2026-02-24 23:35:36.178635
356,,370,sess_1038,purchase,2026-04-28 11:58:56.178635
357,1167.0,1021,sess_277,view,2025-11-24 14:18:37.178635
358,388.0,442,sess_913,add_to_cart,2026-01-14 19:32:29.178635
359,371.0,258,sess_3849,add_to_cart,2025-07-20 06:03:33.178635
360,121.0,1183,sess_48,purchase,2025-06-23 23:35:50.178635
361,536.0,250,sess_2027,add_to_cart,2025-10-02 19:10:33.178635
362,951.0,656,sess_1215,add_to_cart,2026-05-27 05:02:21.178635
363,969.0,62,sess_1759,purchase,2025-11-16 00:18:35.178635
364,590.0,445,sess_2179,purchase,2025-07-26 04:32:53.178635
365,1192.0,597,sess_1039,purchase,2026-02-05 23:28:29.178635
366,805.0,766,sess_3786,view,2025-10-09 17:50:47.178635
367,,272,sess_3046,add_to_cart,invalid_timestamp
368,1119.0,465,sess_3552,purchase,2026-06-06 03:17:03.178635
369,310.0,1042,sess_2807,add_to_cart,2026-02-02 04:24:42.178635
370,,1029,sess_1930,view,2026-03-14 08:50:44.178635
371,1034.0,1046,sess_2136,view,2026-04-12 11:12:53.178635
372,998.0,692,sess_2753,purchase,2026-05-29 01:04:10.178635
373,711.0,335,sess_1527,purchase,2025-10-31 22:10:34.178635
374,297.0,266,sess_248,add_to_cart,2025-09-10 05:48:22.178635
375,893.0,32,sess_1287,view,2026-02-24 15:52:53.178635
376,736.0,724,sess_591,purchase,2026-01-17 14:53:44.178635
377,506.0,500,sess_2493,purchase,2026-05-05 13:05:35.178635
378,677.0,428,sess_1144,view,2025-11-27 13:05:40.178635
379,831.0,817,sess_1292,add_to_cart,2026-05-03 21:06:42.178635
380,818.0,1167,sess_545,view,2025-07-04 19:50:01.178635
381,811.0,786,,purchase,2026-01-21 06:31:39.178635
382,10.0,137,sess_1961,view,2025-07-24 15:37:58.178635
383,50.0,714,sess_184,view,2026-03-06 06:37:27.178635
384,925.0,312,sess_3930,purchase,2025-12-25 06:09:29.178635
385,418.0,236,sess_2365,add_to_cart,2026-03-24 11:12:36.178635
386,1090.0,244,,view,2025-12-29 18:20:43.178635
387,,909,sess_354,view,2026-05-23 21:38:58.178635
388,484.0,504,sess_3509,add_to_cart,2025-11-14 01:33:36.178635
389,743.0,1198,sess_313,add_to_cart,2025-08-19 08:39:46.178635
390,422.0,507,sess_993,purchase,2025-08-05 03:44:15.178635
391,725.0,85,sess_3415,view,2025-09-16 04:23:48.178635
392,106.0,686,sess_3455,add_to_cart,2025-08-06 22:28:38.178635
393,684.0,1055,sess_504,view,2026-01-12 10:37:09.178635
394,230.0,761,sess_1057,purchase,2026-03-20 09:56:25.178635
395,704.0,468,sess_3958,add_to_cart,2025-09-16 08:00:09.178635
30,576.0,263,sess_3412,view,2025-07-18 04:57:54.178635
397,,85,sess_3234,purchase,2025-10-31 10:33:15.178635
398,339.0,498,sess_1488,view,2026-06-02 16:46:34.178635
399,81.0,299,sess_4972,view,2026-02-04 04:41:43.178635
400,261.0,644,sess_3962,add_to_cart,2026-05-25 21:01:03.178635
401,757.0,497,sess_2317,add_to_cart,2026-03-27 15:04:34.178635
402,1108.0,1001,sess_792,add_to_cart,2025-07-09 10:42:30.178635
403,349.0,838,sess_2261,add_to_cart,2025-10-14 22:38:08.178635
404,1043.0,783,sess_3684,purchase,2025-09-05 22:54:08.178635
405,980.0,84,sess_2918,view,2026-01-25 10:50:48.178635
406,601.0,95,sess_2538,add_to_cart,invalid_timestamp
407,897.0,1170,sess_988,purchase,2026-04-27 09:07:31.178635
408,705.0,153,sess_1819,add_to_cart,2025-07-31 09:11:31.178635
409,540.0,508,sess_475,purchase,2025-08-29 18:24:21.178635
