log_id,user_id,product_id,session_id,action,timestamp,is_valid_action
2948,1098,491,sess_1049,add_to_cart,2025-09-20 23:37:38.186925,True
12585,400,536,sess_1049,purchase,2025-11-04 23:03:44.240934,True
6841,1051,307,sess_1049,add_to_cart,2025-11-17 12:01:08.216529,True
2119,178,599,sess_105,add_to_cart,2026-04-10 00:41:52.186925,True
6036,167,713,sess_105,purchase,2026-04-10 11:12:06.214026,True
1338,544,313,sess_1050,add_to_cart,2025-08-11 11:28:16.183414,True
11766,40,872,sess_1050,view,2025-09-17 13:17:49.238931,True
14046,626,784,sess_1050,add_to_cart,2025-11-30 14:38:56.247953,True
2552,833,178,sess_1050,view,2026-01-26 08:45:48.186925,True
14655,845,95,sess_1051,purchase,2025-08-24 08:17:33.251960,True
13100,811,353,sess_1051,add_to_cart,2026-02-05 14:18:33.243940,True
11006,917,939,sess_1051,view,2026-03-16 05:50:41.235934,True
13475,496,252,sess_1053,purchase,2025-10-29 18:33:12.245946,True
13324,1071,257,sess_1053,add_to_cart,2026-02-11 11:43:26.245946,True
12454,525,504,sess_1053,view,2026-05-31 03:13:16.240934,True
7767,261,199,sess_1054,view,2025-06-13 21:42:46.222317,True
14248,494,1079,sess_1054,view,2025-07-16 01:44:33.249957,True
3521,202,467,sess_1054,view,2025-09-02 16:33:05.186925,True
3696,944,1002,sess_1054,purchase,2025-10-20 20:17:08.186925,True
6327,498,382,sess_1054,purchase,2025-12-29 11:28:35.214026,True
6669,989,41,sess_1054,view,2026-02-09 22:56:51.216529,True
13438,61,555,sess_1055,purchase,2025-11-26 14:30:32.245946,True
339,995,532,sess_1055,purchase,2025-12-28 17:50:01.178635,True
10889,1037,1004,sess_1055,view,2026-01-19 17:21:57.228610,True
9280,333,50,sess_1055,add_to_cart,2026-03-04 10:35:14.228610,True
10658,463,60,sess_1056,view,2025-10-16 15:58:20.228610,True
11503,512,710,sess_1056,view,2025-12-06 21:56:09.237113,True
4459,334,821,sess_1056,view,2026-05-13 07:33:32.203543,True
11122,989,800,sess_1057,purchase,2025-06-21 21:30:42.235934,True
11025,148,458,sess_1057,add_to_cart,2025-07-19 07:17:08.235934,True
13780,40,952,sess_1057,add_to_cart,2025-11-01 18:07:36.247953,True
12217,682,491,sess_1057,view,2025-11-23 05:01:25.240934,True
394,230,761,sess_1057,purchase,2026-03-20 09:56:25.178635,True
474,996,379,sess_1057,view,2026-05-06 06:33:28.181409,True
11404,1017,991,sess_1058,view,2025-10-09 22:33:33.237113,True
533,769,84,sess_1058,purchase,2026-03-29 19:21:21.181409,True
14992,730,32,sess_1059,view,2025-11-21 18:17:50.254569,True
13492,627,1009,sess_1059,purchase,2026-04-30 06:30:24.245946,True
12012,676,428,sess_1059,purchase,2026-05-31 17:59:32.238931,True
13535,13,853,sess_106,view,2026-02-04 20:14:33.245946,True
3801,293,668,sess_1060,purchase,2025-06-18 19:08:54.195433,True
13764,4,747,sess_1060,view,2026-06-03 08:31:22.247953,True
6058,352,1051,sess_1061,add_to_cart,2025-09-07 02:05:09.214026,True
12460,392,578,sess_1061,add_to_cart,2025-11-12 10:43:28.240934,True
1614,921,512,sess_1061,add_to_cart,2025-12-27 16:01:45.185418,True
10454,39,1007,sess_1062,purchase,2025-09-07 17:51:22.228610,True
5680,637,1085,sess_1062,add_to_cart,2025-10-20 13:43:13.212022,True
8372,858,800,sess_1062,purchase,2025-11-16 12:18:14.224321,True
12930,56,382,sess_1063,view,2025-08-07 08:43:38.243940,True
3896,426,500,sess_1063,purchase,2026-01-16 14:35:06.197951,True
2170,343,643,sess_1063,purchase,2026-01-31 21:05:35.186925,True
1807,452,30,sess_1063,add_to_cart,2026-02-28 10:37:57.186925,True
2371,240,775,sess_1063,view,2026-06-08 06:40:27.186925,True
7612,956,774,sess_1064,view,2025-11-13 03:36:37.222317,True
6099,203,341,sess_1065,view,2026-04-19 18:49:58.214026,True
7671,1010,115,sess_1066,add_to_cart,2025-11-16 20:03:41.222317,True
11129,852,247,sess_1066,view,2026-01-17 00:48:45.235934,True
5581,383,713,sess_1068,add_to_cart,2025-10-17 14:00:39.212022,True
3148,837,110,sess_1068,purchase,2025-12-23 10:00:00.186925,True
7774,1059,1058,sess_1068,view,2026-01-10 15:34:26.222317,True
327,696,667,sess_1069,purchase,2026-03-17 12:43:51.178635,True
443,112,360,sess_1070,view,2026-03-02 11:36:15.181409,True
7102,458,664,sess_1070,purchase,2026-04-20 20:02:52.218542,True
12084,877,546,sess_1071,view,2026-01-15 21:52:10.238931,True
3493,361,28,sess_1072,add_to_cart,2025-12-08 21:13:05.186925,True
9888,364,1059,sess_1072,purchase,2026-05-11 22:20:50.228610,True
5280,562,515,sess_1073,purchase,2026-01-08 19:42:48.211509,True
6626,520,247,sess_1074,purchase,2026-01-21 17:37:26.216529,True
11157,632,167,sess_1075,purchase,2025-10-19 04:40:32.235934,True
13095,447,710,sess_1075,view,2025-10-31 17:35:02.243940,True
328,611,757,sess_1075,purchase,2026-03-22 09:13:39.178635,True
9996,180,950,sess_1076,view,2025-07-15 00:17:45.228610,True
4275,555,571,sess_1076,purchase,2026-01-21 20:38:17.201981,True
9097,469,819,sess_1077,add_to_cart,2026-04-03 00:56:48.227826,True
10788,297,872,sess_1078,add_to_cart,2025-10-04 21:25:04.228610,True
3745,512,564,sess_1078,add_to_cart,2025-12-27 18:46:43.195433,True
14172,308,570,sess_1079,view,2025-12-31 12:46:20.249957,True
4729,334,599,sess_1080,add_to_cart,2025-11-23 11:23:13.207677,True
2919,837,708,sess_1080,view,2026-01-16 05:58:17.186925,True
10102,533,404,sess_1080,purchase,2026-03-01 08:40:48.228610,True
1769,384,383,sess_1080,add_to_cart,2026-05-25 01:44:02.186925,True
4283,401,70,sess_1081,add_to_cart,2026-01-10 05:09:20.202536,True
3142,779,992,sess_1082,view,2025-09-20 08:48:55.186925,True
10900,84,646,sess_1082,view,2025-09-21 15:28:26.228610,True
4758,435,760,sess_1083,purchase,2026-01-27 06:38:26.209185,True
6798,633,460,sess_1084,purchase,2026-03-10 02:08:47.216529,True
557,941,143,sess_1084,add_to_cart,2026-05-14 02:23:59.181409,True
9055,806,68,sess_1085,view,2026-01-09 08:54:03.227826,True
8619,11,482,sess_1086,add_to_cart,2025-10-04 14:55:12.226324,True
12799,925,221,sess_1086,view,2026-04-25 14:47:35.242937,True
2772,1027,212,sess_1087,view,2025-11-26 05:03:28.186925,True
13371,268,656,sess_1087,add_to_cart,2026-05-21 16:35:51.245946,True
12082,123,401,sess_1088,purchase,2025-06-26 17:19:37.238931,True
567,656,751,sess_1088,add_to_cart,2025-11-01 13:22:29.181409,True
8836,639,548,sess_1088,purchase,2026-03-30 12:27:43.226324,True
11687,738,211,sess_1089,add_to_cart,2025-09-10 19:16:16.238931,True
14070,470,491,sess_109,purchase,2025-12-10 06:24:23.249957,True
9462,1081,464,sess_109,purchase,2026-03-07 02:14:30.228610,True
14468,324,266,sess_109,purchase,2026-03-29 16:27:39.249957,True
12370,426,1030,sess_1090,purchase,2025-08-27 14:24:25.240934,True
11952,981,817,sess_1090,purchase,2025-12-24 23:25:46.238931,True
6757,1080,1063,sess_1092,add_to_cart,2025-07-17 20:36:19.216529,True
2811,376,786,sess_1092,purchase,2026-03-13 13:40:54.186925,True
9468,524,51,sess_1092,add_to_cart,2026-03-31 12:10:52.228610,True
13878,452,668,sess_1092,add_to_cart,2026-05-06 19:55:25.247953,True
4355,681,971,sess_1094,add_to_cart,2025-08-19 07:42:07.203543,True
1836,923,541,sess_1094,purchase,2026-03-06 23:10:27.186925,True
12266,632,844,sess_1094,view,2026-04-17 21:40:26.240934,True
14108,86,827,sess_1094,view,2026-05-08 06:46:17.249957,True
10518,25,838,sess_1095,purchase,2026-04-23 18:57:57.228610,True
9790,728,810,sess_1096,purchase,2025-09-10 20:04:22.228610,True
9441,458,512,sess_1096,view,2026-04-18 08:00:24.228610,True
3001,64,546,sess_1097,purchase,2026-01-22 23:56:21.186925,True
5099,850,322,sess_1097,purchase,2026-05-08 16:25:49.209185,True
4842,651,449,sess_1099,add_to_cart,2025-11-21 15:54:56.209185,True
1066,587,679,sess_1099,add_to_cart,2026-04-25 04:02:51.183414,True
8550,504,1008,sess_11,view,2026-01-26 17:02:30.224321,True
14557,920,1023,sess_11,view,2026-02-01 03:07:58.249957,True
13888,776,47,sess_110,view,2025-06-17 14:45:28.247953,True
2136,1098,713,sess_110,add_to_cart,2026-05-14 20:16:52.186925,True
8546,1074,1040,sess_1100,view,2025-08-12 23:35:45.224321,True
346,48,602,sess_1100,add_to_cart,2025-09-16 11:22:03.178635,True
14362,322,975,sess_1100,purchase,2025-11-16 19:01:45.249957,True
13240,757,858,sess_1100,add_to_cart,2026-05-04 11:10:43.245946,True
11141,227,649,sess_1102,purchase,2025-09-09 20:41:18.235934,True
11479,227,275,sess_1102,add_to_cart,2025-12-07 01:38:58.237113,True
5158,293,53,sess_1102,add_to_cart,2026-01-31 00:17:34.209185,True
6817,508,855,sess_1102,add_to_cart,2026-04-01 01:01:38.216529,True
6001,877,371,sess_1103,purchase,2025-07-24 04:15:24.214026,True
14972,392,344,sess_1103,view,2025-12-07 23:43:16.253968,True
11987,59,124,sess_1104,view,2025-11-25 10:26:55.238931,True
183,583,496,sess_1104,add_to_cart,2026-04-28 19:33:53.178635,True
5476,553,507,sess_1104,add_to_cart,2026-05-15 10:11:10.212022,True
10090,946,915,sess_1105,purchase,2025-10-22 02:30:11.228610,True
5603,668,224,sess_1105,purchase,2026-02-16 09:02:27.212022,True
8112,759,947,sess_1105,add_to_cart,2026-03-28 04:32:03.224321,True
1466,532,701,sess_1106,add_to_cart,2025-07-09 15:42:01.185418,True
10637,448,7,sess_1106,purchase,2025-12-08 08:31:17.228610,True
4289,583,667,sess_1106,purchase,2026-02-28 03:13:09.202536,True
6047,988,282,sess_1107,add_to_cart,2025-08-18 20:45:24.214026,True
4109,64,360,sess_1107,view,2026-01-14 11:47:04.199974,True
12152,622,25,sess_1108,purchase,2025-09-15 15:42:27.240934,True
9322,1096,769,sess_1108,add_to_cart,2025-10-15 12:09:09.228610,True
12675,497,983,sess_1109,view,2025-08-07 22:11:59.242937,True
12354,461,939,sess_1109,purchase,2025-09-05 02:57:22.240934,True
8929,389,669,sess_1109,purchase,2025-11-01 02:52:07.226324,True
14859,1055,922,sess_111,purchase,2025-10-23 13:38:02.253968,True
9116,175,552,sess_111,purchase,2025-12-14 13:59:54.228610,True
13800,287,6,sess_111,add_to_cart,2026-04-14 18:40:30.247953,True
7295,164,975,sess_1110,view,2026-03-19 19:35:39.219548,True
4174,1056,9,sess_1111,purchase,2025-06-14 23:56:21.199974,True
314,43,763,sess_1111,view,2025-09-22 04:54:33.178635,True
2566,99,635,sess_1111,view,2026-01-08 17:15:59.186925,True
5605,1010,309,sess_1112,purchase,2025-07-03 03:52:20.212022,True
2087,198,602,sess_1114,view,2026-01-01 04:04:42.186925,True
7050,304,241,sess_1115,add_to_cart,2026-01-30 10:50:02.218542,True
1111,464,446,sess_1115,view,2026-04-04 00:38:54.183414,True
11259,982,173,sess_1116,purchase,2025-09-12 20:03:03.237113,True
6831,599,142,sess_1116,add_to_cart,2026-04-06 01:11:05.216529,True
512,86,33,sess_1116,purchase,2026-04-24 12:45:18.181409,True
13755,392,202,sess_1118,add_to_cart,2025-12-10 17:00:28.247953,True
1778,432,748,sess_1118,view,2026-01-12 22:40:36.186925,True
11865,70,949,sess_1119,view,2025-10-29 22:08:52.238931,True
6591,368,76,sess_1119,view,2025-11-21 10:49:40.216529,True
14233,739,704,sess_1119,view,2026-04-29 05:18:37.249957,True
4610,695,506,sess_112,purchase,2026-01-18 14:42:10.207677,True
11666,643,139,sess_1120,add_to_cart,2025-11-06 10:36:21.238931,True
9752,156,408,sess_1121,add_to_cart,2025-07-23 03:05:16.228610,True
7998,587,256,sess_1121,view,2026-01-22 20:51:32.222317,True
8266,242,717,sess_1121,purchase,2026-04-24 02:13:13.224321,True
13004,555,951,sess_1122,view,2025-06-17 17:56:17.243940,True
13463,532,924,sess_1122,view,2025-08-21 00:37:44.245946,True
5077,521,875,sess_1122,view,2025-10-18 14:07:51.209185,True
186,411,529,sess_1122,add_to_cart,2026-05-08 20:41:32.178635,True
14711,208,926,sess_1123,add_to_cart,2025-11-28 17:18:29.251960,True
14905,496,998,sess_1123,view,2025-12-08 00:09:39.253968,True
11694,906,880,sess_1124,view,2026-01-24 10:19:35.238931,True
2741,1020,854,sess_1127,purchase,2025-06-25 09:08:28.186925,True
5796,683,982,sess_1127,view,2026-03-04 12:18:20.212022,True
10172,25,346,sess_1128,purchase,2026-02-09 17:05:03.228610,True
10304,231,225,sess_1129,view,2026-03-17 16:28:04.228610,True
6012,332,351,sess_113,view,2025-10-12 22:16:24.214026,True
14763,1010,783,sess_113,purchase,2026-02-13 19:44:31.251960,True
7681,167,905,sess_1132,purchase,2026-05-27 13:17:37.222317,True
13587,852,257,sess_1135,view,2025-08-25 16:03:44.247953,True
14104,242,873,sess_1135,add_to_cart,2025-10-02 23:00:26.249957,True
4598,516,520,sess_1137,purchase,2025-08-26 14:12:31.207677,True
10219,1000,921,sess_1137,view,2025-09-21 12:05:37.228610,True
12985,215,279,sess_1137,view,2025-10-10 07:49:52.243940,True
5813,789,397,sess_1138,purchase,2025-10-18 10:08:47.212022,True
11131,780,871,sess_1139,purchase,2026-04-22 17:28:12.235934,True
12016,740,392,sess_1139,view,2026-04-27 10:59:51.238931,True
2298,517,328,sess_114,purchase,2025-07-09 17:49:13.186925,True
2433,235,972,sess_1140,purchase,2025-09-19 17:49:53.186925,True
2451,114,212,sess_1140,purchase,2026-03-18 11:12:09.186925,True
12635,972,995,sess_1140,view,2026-05-26 16:44:46.240934,True
5073,510,393,sess_1141,add_to_cart,2025-11-21 07:55:18.209185,True
10279,284,657,sess_1142,add_to_cart,2026-04-24 21:54:11.228610,True
8769,568,654,sess_1143,view,2025-07-07 13:43:55.226324,True
8272,408,825,sess_1143,add_to_cart,2025-07-12 18:15:58.224321,True
11587,271,614,sess_1143,purchase,2026-05-22 05:34:25.237113,True
12060,964,566,sess_1143,add_to_cart,2026-05-29 11:15:41.238931,True
1298,663,486,sess_1144,view,2025-07-26 06:33:50.183414,True
14266,146,558,sess_1144,add_to_cart,2025-09-29 05:29:28.249957,True
378,677,428,sess_1144,view,2025-11-27 13:05:40.178635,True
10502,1059,665,sess_1144,view,2026-02-01 21:12:22.228610,True
10340,268,131,sess_1144,view,2026-04-01 06:54:39.228610,True
13676,6,210,sess_1145,add_to_cart,2025-09-06 14:48:41.247953,True
6624,720,954,sess_1145,add_to_cart,2025-11-29 10:46:21.216529,True
891,112,543,sess_1145,add_to_cart,2026-05-16 21:55:57.181409,True
14436,91,343,sess_1146,add_to_cart,2025-12-23 10:45:26.249957,True
8973,657,22,sess_1147,purchase,2025-09-12 16:55:48.226324,True
12777,428,76,sess_1147,purchase,2026-01-14 05:19:58.242937,True
7042,130,1018,sess_1147,view,2026-02-24 15:22:44.218542,True
2302,88,439,sess_1147,purchase,2026-04-14 07:29:51.186925,True
11595,607,413,sess_1148,purchase,2026-01-18 13:17:14.237113,True
11931,974,944,sess_1148,add_to_cart,2026-02-10 05:34:19.238931,True
7752,646,905,sess_1149,view,2025-12-12 10:29:45.222317,True
5565,819,349,sess_115,purchase,2026-05-01 17:26:52.212022,True
3040,736,498,sess_1150,view,2025-12-27 22:47:56.186925,True
112,76,655,sess_1150,view,2026-03-11 19:08:23.178635,True
1845,1067,755,sess_1150,view,2026-05-03 13:05:51.186925,True
3987,125,966,sess_1151,view,2025-11-14 01:05:07.197951,True
8365,186,654,sess_1151,view,2026-02-11 22:50:42.224321,True
9353,328,174,sess_1152,view,2025-10-01 19:55:53.228610,True
2593,738,367,sess_1153,view,2025-08-07 17:28:41.186925,True
4933,249,280,sess_1153,view,2025-09-18 00:15:27.209185,True
64,816,281,sess_1153,add_to_cart,2025-12-16 18:39:31.178635,True
7175,442,772,sess_1153,add_to_cart,2026-01-27 06:12:50.218542,True
295,491,15,sess_1153,view,2026-04-18 04:10:17.178635,True
1430,915,105,sess_1154,add_to_cart,2025-09-06 02:38:38.183414,True
4333,492,99,sess_1154,view,2025-11-08 12:13:33.202536,True
12441,364,846,sess_1155,view,2025-07-11 22:00:19.240934,True
7387,848,959,sess_1156,purchase,2025-06-17 17:16:52.219548,True
10352,293,16,sess_1156,purchase,2025-09-12 00:51:23.228610,True
5462,998,246,sess_1156,view,2026-02-10 00:37:59.212022,True
5871,86,174,sess_1157,add_to_cart,2025-08-04 00:20:35.214026,True
3100,723,134,sess_1157,add_to_cart,2025-08-08 02:43:06.186925,True
14079,46,1009,sess_1158,view,2025-08-12 16:04:05.249957,True
3734,639,320,sess_1158,view,2025-11-08 02:12:41.195433,True
6824,261,210,sess_1158,view,2026-05-11 12:35:32.216529,True
10312,488,796,sess_116,add_to_cart,2025-08-16 22:43:57.228610,True
14139,408,140,sess_116,purchase,2025-10-13 08:04:45.249957,True
6946,670,624,sess_1160,view,2025-07-24 07:38:00.216529,True
657,959,511,sess_1160,view,2025-07-27 05:31:58.181409,True
13997,487,382,sess_1161,purchase,2025-09-02 00:33:57.247953,True
3940,877,35,sess_1161,purchase,2025-09-19 17:36:22.197951,True
2114,335,1095,sess_1161,view,2025-12-02 02:41:30.186925,True
10495,787,1064,sess_1161,add_to_cart,2026-03-13 05:15:40.228610,True
14247,101,447,sess_1162,view,2025-08-23 06:56:38.249957,True
8554,966,589,sess_1163,purchase,2025-08-23 05:43:57.224321,True
4686,23,418,sess_1163,purchase,2025-11-23 18:15:05.207677,True
12797,173,535,sess_1163,purchase,2026-01-14 08:38:06.242937,True
11254,828,97,sess_1164,view,2025-07-15 06:41:58.237113,True
5133,499,377,sess_1164,view,2025-12-07 21:26:42.209185,True
12953,381,534,sess_1164,add_to_cart,2026-02-13 01:59:44.243940,True
13408,925,433,sess_1164,purchase,2026-02-13 14:45:56.245946,True
4293,84,572,sess_1165,add_to_cart,2025-07-02 11:32:28.202536,True
11900,1080,30,sess_1165,add_to_cart,2025-09-12 20:00:27.238931,True
12803,319,831,sess_1165,view,2026-04-19 21:28:30.242937,True
481,174,380,sess_1166,purchase,2025-07-23 10:45:23.181409,True
10874,715,458,sess_1166,add_to_cart,2025-10-09 21:24:54.228610,True
8099,869,402,sess_1168,view,2025-07-25 04:43:57.224321,True
6399,797,980,sess_1168,purchase,2025-07-31 04:10:26.214026,True
13814,296,555,sess_1168,view,2026-03-21 07:55:30.247953,True
4601,969,850,sess_117,purchase,2025-06-23 04:58:41.207677,True
8677,950,247,sess_117,add_to_cart,2025-07-31 05:52:34.226324,True
3561,928,867,sess_117,purchase,2026-02-03 20:21:27.186925,True
6407,1054,633,sess_117,view,2026-04-10 10:06:44.214026,True
10491,780,290,sess_1170,add_to_cart,2025-06-12 16:02:14.228610,True
1583,173,110,sess_1170,view,2026-04-02 11:15:40.185418,True
5326,453,646,sess_1171,purchase,2025-07-13 19:03:35.211509,True
8545,772,876,sess_1171,view,2026-04-01 10:20:05.224321,True
13933,1071,261,sess_1172,add_to_cart,2025-10-22 20:33:10.247953,True
